Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
2621,JIMMY FORT,1982,FRA,835,755,F,"10 Kilometres Road, 32:29 , 08 JAN 2023, PromClassic, Nice"
2622,Jose Luis ARENAS,01 Aug 1975,ESP,835,883,F,"Marathon, 2:27:52 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2622,Jose Luis ARENAS,01 Aug 1975,ESP,835,788,F,"Half Marathon, 1:10:54 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2622,Jose Luis ARENAS,01 Aug 1975,ESP,835,722,F,"10 Kilometres Road, 32:56 , 15 JAN 2023, 10K Valencia Ibercaja, Valencia"
2623,Cesare ZILIO,,ITA,835,881,F,"Marathon, 2:27:58 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2623,Cesare ZILIO,,ITA,835,790,F,"Marathon, 2:34:28 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2624,Henrik BJERRE,09 Sep 1989,DEN,835,880,F,"Marathon, 2:28:05 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2624,Henrik BJERRE,09 Sep 1989,DEN,835,790,F,"Marathon, 2:34:29 , 14 MAY 2023, Copenhagen Marathon, København"
2625,Jeong-yun LEE,31 Oct 2003,KOR,835,808,F,"3000 Metres Steeplechase, 9:47.09 , 07 MAY 2023, 51st Flag of KBS National Athletics Meeting, Yecheon Stadium, Yecheon"
2625,Jeong-yun LEE,31 Oct 2003,KOR,835,820,F1,"5000 Metres, 14:56.50 , 06 MAY 2023, 51st Flag of KBS National Athletics Meeting, Yecheon Stadium, Yecheon"
2625,Jeong-yun LEE,31 Oct 2003,KOR,835,766,F,"5000 Metres, 15:14.69 , 31 MAR 2023, 2023 Iksan KTFL National Club Meeting, Iksan Stadium, Iksan"
2625,Jeong-yun LEE,31 Oct 2003,KOR,835,776,F,"10,000 Metres, 32:12.84 , 29 MAR 2023, 2023 Iksan KTFL National Club Meeting, Iksan Stadium, Iksan"
2625,Jeong-yun LEE,31 Oct 2003,KOR,835,826,F,"Marathon, 2:31:53 , 19 MAR 2023, Seoul Marathon - Men's Race, Seoul"
2626,Noah BRAUTIGAM,08 May 1989,SWE,835,A,36,"Cross Country, 1:52:45 , 23 SEP 2023, TCS Lidingöloppet, Lidingö - XC 30.0km"
2626,Noah BRAUTIGAM,08 May 1989,SWE,835,792,F,"Half Marathon, 1:10:47 , 22 APR 2023, adidas Premiärhalvan, Stockholm"
2627,Justin FURCICH,,USA,835,874,F,"Marathon, 2:28:27 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2627,Justin FURCICH,,USA,835,797,F,"Half Marathon, 1:10:38 , 17 JUN 2023, Garry Bjorklund Half Marathon, Duluth, MN"
2628,Axel MENDER,27 Feb 2001,NOR,835,865,F,"Marathon, 2:29:05 , 29 SEP 2024, BMW Berlin Marathon, Berlin"
2628,Axel MENDER,27 Feb 2001,NOR,835,806,F,"Half Marathon, 1:10:22 , 08 SEP 2024, Drammen Halvmaraton, Marienlyst Stadion, Drammen"
2628,Axel MENDER,27 Feb 2001,NOR,835,734,F,"10,000 Metres, 32:45.80 , 27 JUN 2024, Norwegian Championships, Sandnes Stadion, Sandnes"
2629,Brandon WILLIAMS,,USA,835,814,F,"Marathon, 2:32:43 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2629,Brandon WILLIAMS,,USA,835,757,F,"Marathon, 2:35:31 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2629,Brandon WILLIAMS,,USA,835,812,F,"Marathon, 2:32:51 , 15 JAN 2023, Chevron Houston Marathon, Houston, TX"
2630,Driss EL HIMER,04 Apr 1974,FRA,834,913,F,"Marathon, 2:25:50 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2631,Marius KELLER,1995,SUI,834,874,F,"Marathon, 2:28:27 , 29 OCT 2023, Mainova Frankfurt Marathon, Frankfurt"
2631,Marius KELLER,1995,SUI,834,794,F,"Marathon, 2:34:12 , 23 APR 2023, Vienna City Marathon, Wien"
2631,Marius KELLER,1995,SUI,834,782,F,"Half Marathon, 1:11:05 , 02 APR 2023, Generali Halbmarathon, Berlin"
2631,Marius KELLER,1995,SUI,834,B,37,"Cross Country, 32:29 , 05 MAR 2023, Swiss Cross Country Championships, St. Maurice - XC 9.0km"
2632,Maximilian LOHM ISBERG,19 Oct 1991,SWE,834,870,F,"Marathon, 2:28:45 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2632,Maximilian LOHM ISBERG,19 Oct 1991,SWE,834,799,F,"Marathon, 2:33:49 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2632,Maximilian LOHM ISBERG,19 Oct 1991,SWE,834,785,F,"Marathon, 2:34:52 , 03 JUN 2023, adidas Stockholm Marathon, Stockholm"
2633,Manuel HÜGLI,1994,SUI,834,801,F,"Marathon, 2:33:38 , 23 APR 2023, Zürich Marathon, Zürich"
2634,Daniel Oscar PENTA,02 Jul 1991,ARG,834,764,F,"Half Marathon, 1:11:39 , 29 OCT 2023, 21K Puerto Norte, Rosario"
2634,Daniel Oscar PENTA,02 Jul 1991,ARG,834,876,F,"5000 Metres, 14:38.17 , 03 OCT 2023, Meeting Juan Carlos Dyrzka, Pista de Atletismo Justo Román, Mar del Plata"
2634,Daniel Oscar PENTA,02 Jul 1991,ARG,834,962,F,"1500 Metres, 3:51.13 , 16 SEP 2023, Meeting Rosario, Estadio Municipal Jorge Newbery, Rosario"
2634,Daniel Oscar PENTA,02 Jul 1991,ARG,834,817,F,"10 Kilometres Road, 31:41 , 25 JUN 2023, 10K Ciudad de Rosario, Rosario"
2634,Daniel Oscar PENTA,02 Jul 1991,ARG,834,1004,F,"1500 Metres, 3:47.79 , 19 MAY 2023, Grand Prix Sudamericano Orlando Guaita, Copiapó"
2634,Daniel Oscar PENTA,02 Jul 1991,ARG,834,1014,F,"1500 Metres, 3:47.01 , 12 MAY 2023, Argentinian Championships, Cef N°3 Hugo Mario La Nasa, Concepción del Uruguay"
2635,Dillon QUINTANA,,USA,834,818,F,"Marathon, 2:32:26 , 17 JUN 2023, Grandma's Marathon, Duluth, MN"
2635,Dillon QUINTANA,,USA,834,851,F,"Half Marathon, 1:08:34 *, 07 MAY 2023, BMO Vancouver Half Marathon, Vancouver"
2636,Nikolay MAURIN,,RUS,834,821,F,"Marathon, 2:32:13 , 17 SEP 2023, Moscow Marathon, Moskva"
2636,Nikolay MAURIN,,RUS,834,848,F,"Marathon, 2:30:18 , 14 MAY 2023, Russian Marathon Championships, Pushkin, St. Petersburg"
2637,Jacob PLOCHER,,USA,834,842,F,"Marathon, 2:30:43 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2637,Jacob PLOCHER,,USA,834,827,F,"Marathon, 2:30:27 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2638,Stephen DINNEEN,12 Nov 1979,AUS,834,833,F,"Marathon, 2:31:22 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2638,Stephen DINNEEN,12 Nov 1979,AUS,834,835,F,"Half Marathon, 1:09:30 , 01 JUL 2023, Gold Coast ASICS Half Marathon & Gold Coast Airport Fun Run, Southport, Gold Coast"
2639,Kristaps BĒRZIŅŠ,29 Jan 1992,LAT,833,758,F,"Half Marathon, 1:11:49 , 05 AUG 2023, Kuldīgas pusmaratons, Kuldiga"
2639,Kristaps BĒRZIŅŠ,29 Jan 1992,LAT,833,878,F,"Marathon, 2:28:13 , 07 MAY 2023, Rimi Riga Marathon, Riga - Latvian Marathon Ch"
2640,Kais ADLI,25 Jul 1975,FRA,833,780,F,"Half Marathon, 1:10:47 *, 24 SEP 2023, Le Lion, Montbéliard"
2640,Kais ADLI,25 Jul 1975,FRA,833,813,F,"5000 Metres, 14:58.98 , 03 JUN 2023, XIX Games of the Small States of Europe, Marsa Athletics Track, Marsa"
2640,Kais ADLI,25 Jul 1975,FRA,833,822,F,"3000 Metres, 8:42.33 , 21 MAY 2023, Finale Interclubs N2A, Stade L. Lagrange, Toulon"
2640,Kais ADLI,25 Jul 1975,FRA,833,813,F,"5 Kilometres Road, 14:59 , 12 FEB 2023, MonacoRun, Monaco"
2640,Kais ADLI,25 Jul 1975,FRA,833,807,F,"10 Kilometres Road, 31:49 , 08 JAN 2023, PromClassic, Nice"
2641,Marcin SOSZKA,1983,POL,833,887,F,"Marathon, 2:27:34 , 08 OCT 2023, Bank of America Chicago Marathon, Chicago, IL"
2641,Marcin SOSZKA,1983,POL,833,778,F,"Half Marathon, 1:11:12 , 26 MAR 2023, Nationale-Nederlanden Półmaraton Warszawski, Warszawa"
2642,Issei KAWABATA,18 Feb 1996,JPN,833,881,F,"Marathon, 2:28:00 , 03 DEC 2023, Fukuoka International Marathon, Fukuoka"
2642,Issei KAWABATA,18 Feb 1996,JPN,833,874,F,"Marathon, 2:28:29 , 26 FEB 2023, Osaka Marathon, Osaka"
2643,Sanchai NAMKHET,16 Dec 1989,THA,833,786,F,"Marathon, 2:34:45 , 03 DEC 2023, Amazing Thailand Marathon Bangkok presented by Toyota, Bangkok"
2643,Sanchai NAMKHET,16 Dec 1989,THA,833,880,F,"Marathon, 2:28:02 , 05 NOV 2023, Bangsaen42 Chonburi Marathon, Chon Buri"
2643,Sanchai NAMKHET,16 Dec 1989,THA,833,752,F,"10,000 Metres, 32:31.86 , 12 JUL 2023, Asian Athletics Championships, Supachalasai National Stadium, Bangkok"
2643,Sanchai NAMKHET,16 Dec 1989,THA,833,D,7,"Marathon, 2:43:47 , 06 MAY 2023, Southeast Asian Games, Morodok Techo National Stadium, Phnom Penh"
2643,Sanchai NAMKHET,16 Dec 1989,THA,833,852,F,"Marathon, 2:30:00 , 21 JAN 2023, Buriram Marathon Presented by Chang, Buri Ram"
2644,Zhuang WANG,22 Feb 1999,CHN,833,789,F,"Half Marathon, 1:10:53 , 16 APR 2023, Beijing Half Marathon, Beijing"
2645,Jordan DONNELLY,20 Sep 1987,GBR,833,874,F,"Marathon, 2:28:29 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2645,Jordan DONNELLY,20 Sep 1987,GBR,833,788,F,"Half Marathon, 1:10:54 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2645,Jordan DONNELLY,20 Sep 1987,GBR,833,809,F,"3000 Metres, 8:44.92 , 05 AUG 2023, National Athletics League Premiership, Scotstoun Stadium, Glasgow"
2645,Jordan DONNELLY,20 Sep 1987,GBR,833,803,F2,"3000 Metres, 8:45.96 , 14 JUL 2023, III Meeting Giuseppe Tomassoni, Stadio Enzo Blasone, Foligno"
2645,Jordan DONNELLY,20 Sep 1987,GBR,833,678,F5,"5000 Metres, 15:45.81 , 17 JUN 2023, Track Night Vienna, LAZ Wien, Wien"
2646,Yoshiki NAKAMURA,11 Jan 1995,JPN,833,874,F,"Marathon, 2:28:29 , 17 DEC 2023, Taipei Marathon, Taipei City"
2646,Yoshiki NAKAMURA,11 Jan 1995,JPN,833,792,F,"Marathon, 2:34:18 , 27 AUG 2023, Hokkaido Marathon, Sapporo"
2646,Yoshiki NAKAMURA,11 Jan 1995,JPN,833,769,F,"10,000 Metres, 32:17.89 , 16 JUL 2023, 78th Ehime Championships, Ehime Athletics Stadium, Matsuyama"
2647,Guillaume DUCASSE,07 May 1978,FRA,833,873,F,"Marathon, 2:28:33 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2647,Guillaume DUCASSE,07 May 1978,FRA,833,794,F,"Half Marathon, 1:10:22 *, 24 SEP 2023, Le Lion, Montbéliard"
2648,David FRENCH,10 Jul 1994,USA,833,870,F,"Marathon, 2:27:51 *, 03 DEC 2023, California International Marathon, Sacramento, CA"
2649,Jordi ALSINA CASAS,24 Mar 1978,ESP,833,779,F,"10 Kilometres Road, 32:10 , 31 DEC 2023, Cursa dels Nassos, Barcelona"
2649,Mattia TANARA,,ITA,833,865,F,"Marathon, 2:29:08 , 19 NOV 2023, Italian Marathon Championships, Verona"
2651,Vincent MINVIELLE,1994,FRA,833,861,F,"Marathon, 2:29:22 , 26 NOV 2023, Marathon de la Rochelle, La Rochelle"
2651,Vincent MINVIELLE,1994,FRA,833,788,F,"Half Marathon, 1:10:55 , 05 MAR 2023, Harmonie Mutuelle Semi de Paris, Paris"
2652,Aleksey AKHTYAMOV,03 May 1989,RUS,833,853,F,"Half Marathon, 1:08:58 , 01 OCT 2023, Kazan National Half Marathon, Kazan"
2652,Aleksey AKHTYAMOV,03 May 1989,RUS,833,813,F,"Marathon, 2:32:47 , 17 SEP 2023, Moscow Marathon, Moskva"
2653,Nicolas PARADIS,14 Mar 1975,CAN,833,851,F,"Marathon, 2:29:09 *, 03 DEC 2023, California International Marathon, Sacramento, CA"
2653,Nicolas PARADIS,14 Mar 1975,CAN,833,815,F,"Marathon, 2:32:41 , 28 MAY 2023, Tartan Homes Ottawa International Marathon, Ottawa"
2654,Wessel VAN VEENEN,27 Oct 1995,NED,833,817,F,"15 Kilometres Road, 48:43 , 19 NOV 2023, NN Zevenheuvelenloop, Nijmegen"
2654,Wessel VAN VEENEN,27 Oct 1995,NED,833,758,F,"Half Marathon, 1:11:49 , 01 OCT 2023, Amgen Singelloop Breda, Breda"
2654,Wessel VAN VEENEN,27 Oct 1995,NED,833,893,F1,"5000 Metres, 14:32.77 , 04 AUG 2023, Runnersworld Utrecht Track Meeting 5, Atletiekbaan Maarschalkerweerd, Utrecht"
2654,Wessel VAN VEENEN,27 Oct 1995,NED,833,B,8,"Cross Country, 8:26 , 26 FEB 2023, Dutch Cross Country Championships, Nijverdal - XC 2.735km"
2654,Wessel VAN VEENEN,27 Oct 1995,NED,833,924,F,"10 Kilometres Road, 30:22 , 12 FEB 2023, Groet uit Schoorl Run, Schoorl"
2654,Kevin RETHORE,1992,FRA,833,845,F,"Marathon, 2:30:30 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2654,Kevin RETHORE,1992,FRA,833,765,F,"10 Kilometres Road, 32:21 , 22 OCT 2023, 10km de Cholet, Cholet"
2654,Kevin RETHORE,1992,FRA,833,790,F,"Marathon, 2:34:27 , 02 APR 2023, Schneider Electric Marathon de Paris, Paris"
2656,Dennis VAN DELFT,1991,NED,833,823,F,"Marathon, 2:32:04 , 10 DEC 2023, Maratón de Málaga, Málaga"
2657,Pierce GEOGHEGAN,,IRL,833,835,F,"Marathon, 2:31:12 , 15 OCT 2023, TCS Amsterdam Marathon, Amsterdam"
2657,Pierce GEOGHEGAN,,IRL,833,B,11,"Half Marathon, 1:11:51 , 26 AUG 2023, Irish Half Marathon Championships, Tullamore Harriers AC Stadium, Tullamore"
2658,Rob SCOTT,1993,GBR,832,942,F,"Marathon, 2:23:49 , 29 SEP 2024, BMW Berlin Marathon, Berlin"
2658,Rob SCOTT,1993,GBR,832,722,F,"Half Marathon, 1:12:58 , 01 SEP 2024, Big Half, London - UK Half Marathon Championships"
2659,Wouter SIMONS,1996,BEL,832,742,F,"5000 Metres, 15:22.93 , 22 APR 2023, PK Alle Categorieën Limburg, Atletiekpiste, Sint-Truiden"
2659,Wouter SIMONS,1996,BEL,832,775,F,"Marathon, 2:35:34 , 16 APR 2023, NN Marathon Rotterdam, Rotterdam"
2659,Wouter SIMONS,1996,BEL,832,832,F,"Half Marathon, 1:09:35 , 12 MAR 2023, Runners Lab Half Marathon Ghent, Gent - Belgian Half Marathon Ch"
2659,Wouter SIMONS,1996,BEL,832,802,F,"Marathon, 2:33:34 , 19 FEB 2023, Zurich Maraton de Sevilla, Sevilla"
2660,Christopher FAWCETT,,USA,832,880,F,"Marathon, 2:28:02 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2660,Christopher FAWCETT,,USA,832,784,F,"Marathon, 2:33:32 *, 17 APR 2023, B.A.A. Boston Marathon, Boston, MA - Mass Race"
2661,Damien LAGOUTTE,05 Dec 1984,FRA,832,874,F,"Marathon, 2:28:29 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2661,Damien LAGOUTTE,05 Dec 1984,FRA,832,790,F,"Half Marathon, 1:10:50 , 22 OCT 2023, Valencia Half Marathon Trinidad Alfonso Zurich, Valencia"
2661,Damien LAGOUTTE,05 Dec 1984,FRA,832,718,F,"10,000 Metres, 32:59.18 , 30 MAY 2023, XIX Games of the Small States of Europe, Marsa Athletics Track, Marsa"
2662,Pedro ESPINOSA PEREZ,09 Sep 1983,MEX,832,783,F,"Half Marathon, 1:11:03 , 26 NOV 2023, 21K Puebla, Puebla"
2662,Pedro ESPINOSA PEREZ,09 Sep 1983,MEX,832,869,F,"Marathon, 2:28:48 , 05 NOV 2023, Maratón Internacional Guadalajara, Guadalajara"
2662,Pedro ESPINOSA PEREZ,09 Sep 1983,MEX,832,796,F,"Half Marathon, 1:10:39 , 03 SEP 2023, Medio Maraton Atlas, Guadalajara"
2662,Pedro ESPINOSA PEREZ,09 Sep 1983,MEX,832,F,20,"Half Marathon, 1:11:35 , 16 JUL 2023, Medio Maratón de la Ciudad de México, Ciudad de México"
2662,Pedro ESPINOSA PEREZ,09 Sep 1983,MEX,832,784,F,"Half Marathon, 1:11:02 , 26 MAR 2023, Medio Maratón Internacional Zapopan, Zapopán"
2663,Matt GORE,27 Nov 1996,AUS,832,869,F,"Marathon, 2:28:51 , 02 JUL 2023, Gold Coast Marathon, Gold Coast - Oceania Marathon Championships"
2663,Matt GORE,27 Nov 1996,AUS,832,763,F,"10 Kilometres Road, 32:23 , 07 MAY 2023, Sydney 10, Sydney"
2664,Marco CHESI,,SUI,832,867,F,"Marathon, 2:28:57 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2664,Marco CHESI,,SUI,832,797,F,"Marathon, 2:33:58 , 16 APR 2023, NN Marathon Rotterdam, Rotterdam"
2665,Rafael SANTODOMINGO,,ESP,832,860,F,"Marathon, 2:29:27 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2665,Rafael SANTODOMINGO,,ESP,832,805,F,"Marathon, 2:33:24 , 23 APR 2023, Zurich Rock 'n' Roll Running Series Madrid Maraton, Madrid"
2665,Rafael SANTODOMINGO,,ESP,832,775,F,"Half Marathon, 1:11:19 , 26 MAR 2023, Movistar Madrid Medio Maratón, Madrid"
2665,Juan BELMONTE,,ESP,832,860,F,"Marathon, 2:29:29 , 18 FEB 2024, Zurich Maratón de Sevilla, Sevilla"
2665,Juan BELMONTE,,ESP,832,805,F,"Half Marathon, 1:10:24 , 21 JAN 2024, 32ª Mitja Marató Internacional Vila de Santa Pola, Santa Pola"
2667,Benoit BRANS,,BEL,832,808,F,"Marathon, 2:33:08 , 29 OCT 2023, Mainova Frankfurt Marathon, Frankfurt"
2668,Jorge SANTA-CRUZ,20 Jul 1989,POR,832,813,F,"Marathon, 2:32:46 , 05 NOV 2023, EDP Maratona do Porto, Porto"
2668,Jorge SANTA-CRUZ,20 Jul 1989,POR,832,844,F,"Half Marathon, 1:09:14 , 15 OCT 2023, 9a Meia Maratona de Famalicão, Vila Nova de Famalicão"
2668,Jorge SANTA-CRUZ,20 Jul 1989,POR,832,851,F,"Half Marathon, 1:09:01 , 17 SEP 2023, Meia Maratona do Porto, Porto"
2668,Jorge SANTA-CRUZ,20 Jul 1989,POR,832,799,F,"3000 Metres Steeplechase, 9:49.64 , 09 JUL 2023, Campeonato Absoluto do Norte, Estádio José Vieira de Carvalho, Maia"
2669,Philip KIPROP,,KEN,832,B,11,"Marathon, 2:29:46 , 18 NOV 2023, Xichang Qionghai Lake Wetland International Marathon, Xichang"
2669,Philip KIPROP,,KEN,832,815,F,"Marathon, 2:32:37 , 30 APR 2023, Yichang Marathon, Yichang"
2669,Philip KIPROP,,KEN,832,849,F,"Marathon, 2:30:15 , 22 APR 2023, Qingdao Marathon, Qingdao"
2670,Haritz AROCENA,,ESP,832,844,F,"Marathon, 2:30:37 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2671,Lenny BAUMANN,,USA,832,809,F,"Marathon, 2:31:42 *, 15 APR 2024, Boston Marathon, Boston, MA"
2672,Matt GUNTHER,16 Oct 1993,AUS,832,830,F,"Marathon, 2:31:35 , 15 OCT 2023, Nike Melbourne Marathon Festival, Cricket Ground, Melbourne"
2673,Campbell ROSS,,USA,832,834,F,"Marathon, 2:31:16 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2673,Campbell ROSS,,USA,832,771,F,"Marathon, 2:35:52 , 17 JUN 2023, Grandma's Marathon, Duluth, MN"
2673,Campbell ROSS,,USA,832,877,F,"10 Miles Road, 51:13 , 02 APR 2023, Credit Union Cherry Blossom 10 Mile, Washington Monument Grounds, Washington, DC"
2673,Campbell ROSS,,USA,832,817,F,"Half Marathon, 1:10:01 , 25 MAR 2023, Project 13.1, Rockland Lake State Park, Congers, NY"
2673,Campbell ROSS,,USA,832,839,F,"Marathon, 2:30:56 , 19 FEB 2023, Zurich Maraton de Sevilla, Sevilla"
2674,James DORAN,24 Feb 1983,IRL,831,894,F,"Marathon, 2:27:06 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2674,James DORAN,24 Feb 1983,IRL,831,768,F,"Half Marathon, 1:11:31 , 27 AUG 2023, Antrim Coast Half Marathon, Larne"
2674,James DORAN,24 Feb 1983,IRL,831,781,F,"10 Miles Road, 53:16 , 23 JUL 2023, Irish 10Mile Road Running Championships, Phoenix Park, Dublin"
2675,Andrew CAREY,,GBR,831,884,F,"Marathon, 2:27:46 , 24 SEP 2023, Nationale-Nederlanden Maraton Warszawski, Warszawa"
2676,Shirong LI,,CHN,831,787,F,"Marathon, 2:34:43 , 29 OCT 2023, 2023 Beike Beijing Marathon, Beijing"
2677,David LENTZ,1991,LUX,831,793,F,"Marathon, 2:34:14 , 05 NOV 2023, TCS New York Marathon, New York, NY - Mass Race"
2677,David LENTZ,1991,LUX,831,779,F,"Marathon, 2:35:17 , 01 OCT 2023, Generali Köln Marathon, Köln"
2678,Brian REIS,03 Mar 1989,USA,831,868,F,"Marathon, 2:27:59 *, 03 DEC 2023, California International Marathon, Sacramento, CA"
2678,Brian REIS,03 Mar 1989,USA,831,795,F,"Marathon, 2:34:06 , 05 NOV 2023, TCS New York Marathon, New York, NY - Mass Race"
2678,Brian REIS,03 Mar 1989,USA,831,925,F,"Marathon, 2:24:59 , 05 MAR 2023, Tokyo Marathon, Tokyo"
2679,Conor GALLAGHER,10 Oct 1994,GBR,831,867,F,"Half Marathon, 1:08:34 , 22 SEP 2024, Moy Park Belfast City Half Marathon 2024, Belfast"
2679,Conor GALLAGHER,10 Oct 1994,GBR,831,816,F,"Half Marathon, 1:10:03 , 25 AUG 2024, Condor Executive Antrim Coast Half Marathon, Larne"
2679,Conor GALLAGHER,10 Oct 1994,GBR,831,796,F,"Marathon, 2:34:03 , 05 MAY 2024, Moy Park Belfast City Marathon, Belfast"
2680,Michael TEREKHOV,,USA,831,862,F,"Marathon, 2:29:17 , 29 SEP 2024, BMW Berlin Marathon, Berlin"
2680,Michael TEREKHOV,,USA,831,801,F,"Marathon, 2:32:19 *, 15 APR 2024, Boston Marathon, Boston, MA"
2681,Marco PADOAN,,ITA,831,856,F,"Marathon, 2:29:46 , 19 NOV 2023, Italian Marathon Championships, Verona"
2681,Marco PADOAN,,ITA,831,787,F,"Half Marathon, 1:10:57 , 01 OCT 2023, Trento Half Marathon, Trento"
2681,Marco PADOAN,,ITA,831,800,F,"Half Marathon, 1:10:32 , 26 MAR 2023, La 21 di Reggio, Reggio Emilia"
2682,Okuda KAZUSHI,06 Oct 1988,JPN,831,807,F,"Marathon, 2:33:14 , 03 DEC 2023, Fukuoka International Marathon, Fukuoka"
2682,Okuda KAZUSHI,06 Oct 1988,JPN,831,850,F,"Marathon, 2:30:11 , 26 FEB 2023, Osaka Marathon, Osaka"
2683,Baolun ZHAO,12 Dec 1986,CHN,831,810,F,"Marathon, 2:32:59 , 29 OCT 2023, 2023 Beike Beijing Marathon, Beijing"
2683,Yusuke SHIMOOKA,,JPN,831,810,F,"Marathon, 2:33:00 , 03 DEC 2023, Hofu Yomiuri Marathon, Hofu"
2683,Aurélien TORTET,1992,CAN,831,853,F,"Marathon, 2:29:57 , 24 SEP 2023, BMW Berlin Marathon, Berlin"
2686,Timothe LAMBERT,1995,FRA,831,811,F,"Marathon, 2:32:56 , 03 DEC 2023, Maraton Valencia Trinidad Alfonso, Valencia"
2686,Timothe LAMBERT,1995,FRA,831,801,F,"Half Marathon, 1:10:09 *, 24 SEP 2023, Le Lion, Montbéliard"
2686,Timothe LAMBERT,1995,FRA,831,842,F,"1500 Metres, 4:01.06 , 28 JUN 2023, Souvenir Fihue (Label FFA), Stade M. Chevalier, Cannes"
2686,Timothe LAMBERT,1995,FRA,831,792,F,"Marathon, 2:34:20 , 02 APR 2023, Schneider Electric Marathon de Paris, Paris"
2687,Liang WENXUE,15 Nov 1989,CHN,831,768,F,"Half Marathon, 1:11:32 , 31 DEC 2023, Shenzhen Baoan Half Marathon, Shenzhen"
2687,Liang WENXUE,15 Nov 1989,CHN,831,817,F,"Marathon, 2:32:29 , 10 DEC 2023, Guangzhou Marathon, Guangzhou"
2687,Liang WENXUE,15 Nov 1989,CHN,831,B,13,"Marathon, 2:26:18 , 03 DEC 2023, Nanning Marathon, Nanning"
2687,Liang WENXUE,15 Nov 1989,CHN,831,846,F,"Marathon, 2:30:28 , 29 OCT 2023, Chengdu Marathon, Chengdu"
2687,Liang WENXUE,15 Nov 1989,CHN,831,762,F,"Half Marathon, 1:11:42 , 26 MAR 2023, Guilin Half Marathon, Guilin"
2688,Patrick LEHOUX-GAGNON,1992,CAN,831,819,F,"Half Marathon, 1:09:37 *, 05 MAY 2024, Generali Genève Half Marathon, Genève"
2688,Patrick LEHOUX-GAGNON,1992,CAN,831,843,F,"Marathon, 2:30:40 , 18 FEB 2024, Zurich Maratón de Sevilla, Sevilla"
2689,Shun KIMURA,15 Jan 1998,JPN,831,842,F,"Marathon, 2:30:43 , 03 DEC 2023, Hofu Yomiuri Marathon, Hofu"
2689,Shun KIMURA,15 Jan 1998,JPN,831,881,F1,"10,000 Metres, 30:52.81 , 18 NOV 2023, 4th Chugoku Corporate Long Distance Challenge, Municipal Stadium, Miyoshi"
2689,Shun KIMURA,15 Jan 1998,JPN,831,F,,"10,000 Metres, DNF , 30 SEP 2023, 3rd Chugoku Corporate Long Distance Challenge, Municipal Stadium, Miyoshi"
2689,Shun KIMURA,15 Jan 1998,JPN,831,828,F1,"5000 Metres, 14:53.89 , 20 MAY 2023, 62nd Chugoku Corporate Athletics Championship, Municipal Stadium, Miyoshi"
2689,Shun KIMURA,15 Jan 1998,JPN,831,856,F1,"10,000 Metres, 31:11.66 , 08 APR 2023, 1st Chugoku Corporate Long Distance Challenge, Municipal Stadium, Miyoshi"
2689,Shun KIMURA,15 Jan 1998,JPN,831,B,49,"Cross Country, 32:36 , 26 FEB 2023, Japanese Cross Country Championships, Uminonakamichi Seaside Park Cross Country Course, Fukuoka - XC 10.0km"
2689,Shun KIMURA,15 Jan 1998,JPN,831,F,,"Half Marathon, DNF , 12 FEB 2023, 51st Yamaguchi All-Corporate Half Marathon Championships, Ishin Me-Life Stadium, Yamaguchi"
2690,Norimoto NISHIZAWA,26 Oct 1976,JPN,831,823,F,"Marathon, 2:32:03 , 23 APR 2023, 25th Nagano Marathon, Nagano"
2691,Alexandre DAZARD,1998,FRA,831,834,F,"Marathon, 2:31:16 , 07 APR 2024, Schneider Electric Marathon de Paris, Paris"
