Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List
2789,Geoffrey POLY,06 APR 1986,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,825,Marathon
2790,Samuel JONES,09 MAR 1992,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,824,Marathon [Half Marathon]
2791,Liwen ZHANG,07 OCT 1988,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,824,Marathon
2791,Lucas MACHADO,,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,824,Marathon
2793,Fred GRÖNWALL,16 JAN 1981,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,824,Marathon [Half Marathon]
2794,Ivan PESOVSKI,02 SEP 1993,MKD,https://media.aws.iaaf.org/Flags/MKD.gif,824,Marathon [Half Marathon]
2795,Zsombor ZVEKÁN,06 MAY 2002,HUN,https://media.aws.iaaf.org/Flags/HUN.gif,824,Marathon [Half Marathon]
2796,Kaito IWAYAMA,17 JUL 1982,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,824,Marathon
2797,Pierrick MIALLE,1980,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,824,Marathon
2798,Thijs TALBOOM,,NED,https://media.aws.iaaf.org/Flags/NED.gif,824,Marathon
2799,Andy SCHWEITZER,25 DEC 1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,824,Marathon
2799,Mees DE RIDDER,,NED,https://media.aws.iaaf.org/Flags/NED.gif,824,Marathon [Half Marathon]
2801,Daniel KASHI,26 JAN 1991,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,824,Marathon [Half Marathon]
2802,Matt SEIDEL,29 JUL 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,823,Marathon
2803,Hideyuki IKEGAMI,17 DEC 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,823,Marathon [Half Marathon]
2804,Nathan BENARD,05 APR 1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,823,Marathon [Half Marathon]
2805,Erik HINRICHSEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,823,Marathon
2806,Alberto PEREZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,823,Marathon
2807,Albert CATALA,06 JAN 1996,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,823,Marathon [Half Marathon]
2808,David WEBSTER,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,823,Marathon
2809,Lars STORMO,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,823,Marathon
2810,Thierry VAN RIESEN,1990,NED,https://media.aws.iaaf.org/Flags/NED.gif,823,Marathon
2811,Norihisa KIMURA,16 MAR 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,823,Marathon [Half Marathon]
2812,Bjorn WASTVEDT,,USA,https://media.aws.iaaf.org/Flags/USA.gif,822,Marathon [Half Marathon]
2813,Thomas STONE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,822,Marathon
2814,Martijn KLAASSE,29 NOV 1985,NED,https://media.aws.iaaf.org/Flags/NED.gif,822,Marathon
2815,Kazuki YAMANAKA,29 AUG 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,822,Marathon [Half Marathon]
2816,Hideo NOJO,24 DEC 1976,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,822,Marathon
2817,Fedor ANDREYANOV,,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,822,Marathon
2818,Wayne BLAS,03 NOV 1977,NED,https://media.aws.iaaf.org/Flags/NED.gif,822,Marathon
2819,Satoru FUKATANI,05 NOV 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,822,Marathon
2820,Karl FITZMAURICE,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,822,Marathon [Half Marathon]
2821,Xiaokai XU,27 AUG 1988,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,822,Marathon
2822,Albert FERRER,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,822,Marathon [Half Marathon]
2823,Henrik NORDAHL,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,822,Marathon
2824,Isaac MABWAGO,12 NOV 1989,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,822,Marathon
2825,Diego CARDOZO,02 MAY 1992,URU,https://media.aws.iaaf.org/Flags/URU.gif,821,Marathon [Half Marathon]
2826,Felix BUFKENS,1991,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,821,Marathon [Half Marathon]
2827,Joshua BIRD,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,821,Marathon [Half Marathon]
2828,Jun AOKI,25 APR 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,821,Marathon
2829,Ernesto OLIVA,28 FEB 1988,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,821,Marathon [Half Marathon]
2830,Juan Carlos CARDONA,07 SEP 1974,COL,https://media.aws.iaaf.org/Flags/COL.gif,821,Marathon
2831,Gheorghe Constantin SURLEA,12 OCT 1989,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,821,Marathon [Half Marathon]
2832,Willdeberg CLAUDINO,10 JUL 1991,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,821,Marathon [Half Marathon]
2833,Michail CHATZIIOANNOU,25 OCT 1989,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,821,Marathon [Half Marathon]
2834,Toshiya OKUBO,21 DEC 1982,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,821,Marathon [Half Marathon]
2834,Bart VERBEKE,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,821,Marathon
2836,Hitoshi YOSHIMURA,1976,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,821,Marathon
2837,Lachlan KERIN,09 OCT 1994,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,821,Marathon
2838,Marius GELBING,1990,GER,https://media.aws.iaaf.org/Flags/GER.gif,821,Marathon
2839,Linas MIKALAINIS,,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,821,Marathon
2840,Tyler MAYFORTH,,USA,https://media.aws.iaaf.org/Flags/USA.gif,821,Marathon [Half Marathon]
2841,Jiali ZHU,03 SEP 1988,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,821,Marathon [Half Marathon]
2842,Masaoka SHUN,29 JAN 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,821,Marathon
2843,Philipp HOFFMANN,24 MAY 1986,GER,https://media.aws.iaaf.org/Flags/GER.gif,821,Marathon
2844,Alessandro CLAUT,1978,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,820,Marathon [Half Marathon]
2845,Jonas ABRAHAM,,USA,https://media.aws.iaaf.org/Flags/USA.gif,820,Marathon
2846,Khalid BOUDLAL,1983,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,820,Marathon
2847,Etienne GRANGEREAU,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,820,Marathon [Half Marathon]
2848,Vincenzo FALCO,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,820,Marathon [Half Marathon]
2849,Margarito REYES,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,820,Marathon
2850,Yosuke MAEDA,16 JUN 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,820,Marathon
2851,Gianfilippo GRILLO,1987,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,820,Marathon
2852,Ivo MEEX,1978,NED,https://media.aws.iaaf.org/Flags/NED.gif,820,Marathon
2852,Albert MARBAN,22 SEP 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,820,Marathon
2854,Matthew REES,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,820,Marathon [Half Marathon]
2854,Ken OISHI,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,820,Marathon
2856,Nicolas ALEXANDRE,06 MAR 1991,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,819,Marathon [Half Marathon]
2857,Danny SOGLANICH,,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,819,Marathon
2858,Mark GUYER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,819,Marathon
2859,Kristján SVANUR,,ISL,https://media.aws.iaaf.org/Flags/ISL.gif,819,Marathon
2860,Roberto IZQUIERDO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,819,Marathon [Half Marathon]
2861,Maros PASCUAL,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,819,Marathon [Half Marathon]
2862,Seong-il OH,13 SEP 2001,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,819,Marathon [Half Marathon]
2863,Gerard HILL,19 JUL 1985,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,819,Marathon [Half Marathon]
2864,Micah POLANSKY,,USA,https://media.aws.iaaf.org/Flags/USA.gif,819,Marathon
2865,Kyle WEISE,10 MAR 1995,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,819,Marathon
2866,Blaine PENNY,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,819,Marathon
2867,Stan DE VLEMINCK,19 APR 1988,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,819,Marathon [Half Marathon]
2868,Simon NAVODNIK,1995,SLO,https://media.aws.iaaf.org/Flags/SLO.gif,818,Marathon [Half Marathon]
2869,Paul DORAN,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,818,Marathon
2870,Jair José DA SILVA,08 SEP 1978,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,818,Marathon
2871,Oscar SIMONSEN,2001,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,818,Marathon
2872,Yaniv KRISPEL,,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,818,Marathon [Half Marathon]
2873,Jun MORIFUJI,17 NOV 1980,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,818,Marathon
2874,Tom LOLE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,818,Marathon
2875,Mathias GUGLIOTTA,25 SEP 1994,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,818,Marathon
2876,Matt KITCHING,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,818,Marathon [Half Marathon]
2877,Tomasz JANUSZ,07 AUG 1993,POL,https://media.aws.iaaf.org/Flags/POL.gif,818,Marathon [Half Marathon]
2878,Thibault MOUCHART,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,818,Marathon
2879,Onesmus MUINDI,16 JUN 1980,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,818,Marathon [Half Marathon]
2880,Mason ROUCHES,19 MAY 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,817,Marathon
2881,Ben BRUNTON,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,817,Marathon [Half Marathon]
2882,Huberney JIMENEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,817,Marathon [Half Marathon]
2883,Aleksey ALEKSANDROV,04 APR 1984,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,817,Marathon
2884,Jens FRANSSENS,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,817,Marathon
2885,Oliver TZSCHOPPE,1989,GER,https://media.aws.iaaf.org/Flags/GER.gif,817,Marathon [Half Marathon]
2886,Hugo TORMENTO,1993,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,816,Marathon [Half Marathon]
2887,Kazuhiro MORITA,04 DEC 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,816,Marathon
2888,Stephan FRUHMANN,1979,GER,https://media.aws.iaaf.org/Flags/GER.gif,816,Marathon [Half Marathon]
2889,Kenneth ARAYA,,CRC,https://media.aws.iaaf.org/Flags/CRC.gif,816,Marathon
2890,Diego FILIU,1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,816,Marathon
2891,Sofiane SABBANI,1994,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,816,Marathon [Half Marathon]
2892,Marnix LANGEVELD,1992,NED,https://media.aws.iaaf.org/Flags/NED.gif,816,Marathon
2893,Christian KRANNICH,25 OCT 1984,GER,https://media.aws.iaaf.org/Flags/GER.gif,816,Marathon [Half Marathon]
2894,Diego FERRARI,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,816,Marathon
2895,Nick VAN NIEUWENHUIZEN,1988,NED,https://media.aws.iaaf.org/Flags/NED.gif,816,Marathon [Half Marathon]
2895,Maarten MAST,,NED,https://media.aws.iaaf.org/Flags/NED.gif,816,Marathon
2897,Shuji KONO,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,816,Marathon
2898,Silvan DOS SANTOS,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,816,Marathon
2899,Dario CABRERA,03 MAY 1994,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,816,Marathon [Half Marathon]
2899,Iurii GALKIN,,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,816,Marathon
2901,Barry DONOVAN,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,816,Marathon [Half Marathon]
2902,Martin PHILIPPE,1997,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,816,Marathon [Half Marathon]
2903,Patrick MONTI,1992,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,816,Marathon
2904,Richard EGAN,12 MAY 1999,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,815,Marathon [Half Marathon]
2905,Jose MORUNO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,815,Marathon [Half Marathon]
2906,Xavi ARCAS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,815,Marathon [Half Marathon]
2907,Valentino JULIEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,815,Marathon
2908,Ryota MAEDA,03 JUN 1978,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,815,Marathon
2909,Tomoya MURAKAMI,24 JAN 2004,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,815,Marathon
2910,Nicolas PINAUD,1982,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,815,Marathon [Half Marathon]
2911,Hug RABELL,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,815,Marathon
2912,Jiyong LAN,09 MAR 1981,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,815,Marathon
2913,Mats DEROO,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,815,Marathon
2914,Eirik HAGEN,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,815,Marathon
2915,Shota KOBAYASHI,23 JUN 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,815,Marathon
2916,Michael HORN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,815,Marathon
2917,Jordan ENGLISH,,USA,https://media.aws.iaaf.org/Flags/USA.gif,815,Marathon
2918,Tom PALAMAR,,USA,https://media.aws.iaaf.org/Flags/USA.gif,814,Marathon
2919,Paweł WÓJCIK,30 MAY 1976,POL,https://media.aws.iaaf.org/Flags/POL.gif,814,Marathon
2920,Björn KUISMA,,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,814,Marathon
2921,Richard KVERNELAND,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,814,Marathon
2922,Tiesheng DONG,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,814,Marathon
2923,Andrew NEVIN,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,814,Marathon [Half Marathon]
2924,Ludovic DELPUECH,11 SEP 1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,814,Marathon [Half Marathon]
2925,Scott KULM,09 OCT 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,814,Marathon
2926,Floris BOENDERMAKER,,NED,https://media.aws.iaaf.org/Flags/NED.gif,814,Marathon [Half Marathon]
2927,Phil HEBDA,05 SEP 1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,814,Marathon
2928,Carles ROSÉS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,814,Marathon
2929,Naohiro YAMAMOTO,1974,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,814,Marathon
2930,Andreas INGBERG,12 MAY 1982,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,814,Marathon
2931,Tor RØDDE,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,813,Marathon [Half Marathon]
2932,Will FORD,26 MAR 1988,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,813,Marathon
2933,Shun FUJIWARA,05 JUN 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,813,Marathon [Half Marathon]
2934,Manuel LÓPEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,813,Marathon [Half Marathon]
2934,Alexis LABERNIA,1996,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,813,Marathon
2936,John MCKEOGH,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,813,Marathon [Half Marathon]
2937,Zuwei ZHANG,18 OCT 1989,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,813,Marathon
2938,Juan Carlos MONTA,14 MAY 1977,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,813,Marathon
2939,Nikolay KAUFMAN,09 MAY 2003,BUL,https://media.aws.iaaf.org/Flags/BUL.gif,813,Marathon [Half Marathon]
2940,Toru TSUNOKUMA,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,813,Marathon
2941,Hendry DE LA ROSA,08 JUL 1997,DOM,https://media.aws.iaaf.org/Flags/DOM.gif,813,Marathon [Half Marathon]
2942,Václav SLÍPKA,,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,813,Marathon
2943,John WELDON,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,813,Marathon
2944,Haakon URDAL,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,813,Marathon
2945,Andrii ONYSHCHENKO,,UKR,https://media.aws.iaaf.org/Flags/UKR.gif,812,Marathon [Half Marathon]
2946,Daniel MODREGO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,812,Marathon [Half Marathon]
2947,Fabian FRONTHALER,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,812,Marathon [Half Marathon]
2948,Antoine DUMOULIN,1991,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,812,Marathon
2949,Taggart VANETTEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,812,Marathon
2950,Frederic WALCZAK,29 AUG 1982,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,812,Marathon [Half Marathon]
2951,Brett NOECKER,14 MAR 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,812,Marathon
2952,Samuele Oskar CASSI,1997,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,812,Marathon [Half Marathon]
2953,Cristiano DA SILVA,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,812,Marathon
2954,Jørgen FELDT,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,812,Marathon [Half Marathon]
2955,Henrik FLEISJE,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,812,Marathon
2956,Nikita KOSTYUCHENKO,1992,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,812,Marathon [Half Marathon]
2957,Kyosuke YASUDA,29 JUL 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,812,Marathon
2958,Tim-Niklas SCHWIPPEL,26 APR 1995,GER,https://media.aws.iaaf.org/Flags/GER.gif,812,Marathon
2959,Michael STEENSSENS,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,812,Marathon
2960,Kazuki MATSUMOTO,27 AUG 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,811,Marathon [Half Marathon]
2961,Kaupo UUETOA,,EST,https://media.aws.iaaf.org/Flags/EST.gif,811,Marathon
2962,Yaguang CHEN,01 MAY 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,811,Marathon
2963,Moges ABATE,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,811,Marathon [Half Marathon]
2964,Benjamin MACDONALD,,USA,https://media.aws.iaaf.org/Flags/USA.gif,811,Marathon
2965,Alexey MARCHENKO,,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,811,Marathon
2966,Hosava KRETZMANN,02 SEP 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,810,Marathon
2967,Patrick CARON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,810,Marathon
2968,Iván DEL BARRIO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,810,Marathon [Half Marathon]
2969,Niki BODEN,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,810,Marathon [Half Marathon]
2970,Gino PEREIRA,1991,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,810,Marathon [Half Marathon]
2971,Avelino DE DIOS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,810,Marathon [Half Marathon]
2972,Marcos Antonio DELFORNO,23 JUN 1976,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,810,Marathon [Half Marathon]
2973,Nicolas HERNÁNDEZ,1990,CHI,https://media.aws.iaaf.org/Flags/CHI.gif,810,Marathon
2974,Jacob GREENEWAY,,USA,https://media.aws.iaaf.org/Flags/USA.gif,810,Marathon
2975,Joris SPIGT,,NED,https://media.aws.iaaf.org/Flags/NED.gif,810,Marathon
2976,Jonathan SUAREZ,,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,810,Marathon [Half Marathon]
2977,Michalis PARMAKIS,16 MAR 1984,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,810,Marathon [Half Marathon]
2978,Robert MWANGI,1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,810,Marathon [Half Marathon]
2979,Pelayo RODRÍGUEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,809,Marathon [Half Marathon]
2980,Matthias MALDET,,AUT,https://media.aws.iaaf.org/Flags/AUT.gif,809,Marathon
2981,Jacob ALEXANDER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,809,Marathon
2982,Norihiro UNO,22 JAN 1978,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,809,Marathon
2983,Xianrong WANG,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,809,Marathon
2984,Jordan ANDERSEN,03 OCT 1983,USA,https://media.aws.iaaf.org/Flags/USA.gif,809,Marathon
2985,Zhiwei LI,20 MAR 1986,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,809,Marathon
2986,Christos LAMARIS,1984,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,808,Marathon [Half Marathon]
2987,Rob KEUNING,,NED,https://media.aws.iaaf.org/Flags/NED.gif,808,Marathon [Half Marathon]
2988,Suguru OKABE,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,808,Marathon
2989,Jorge NIETO,23 JUL 1974,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,808,Marathon [Half Marathon]
2990,Victor BESSLER,12 MAR 1996,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,808,Marathon [Half Marathon]
2991,Antoine MORTAMET,02 JUN 1994,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,808,Marathon [Half Marathon]
2992,Balthasar LARISCH,1991,GER,https://media.aws.iaaf.org/Flags/GER.gif,808,Marathon [Half Marathon]
2993,Brian PUTRE,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,808,Marathon
2994,Bruno ERENT,30 DEC 1990,CRO,https://media.aws.iaaf.org/Flags/CRO.gif,808,Marathon [Half Marathon]
2995,Mohammed MESBAHI,1981,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,808,Marathon [Half Marathon]
2996,Mario GRECH,04 FEB 1981,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,808,Marathon [Half Marathon]
2997,Cornelis CHATZIIOANNOU,1979,NED,https://media.aws.iaaf.org/Flags/NED.gif,808,Marathon [Half Marathon]
2998,Yuya KIKUCHI,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,808,Marathon
2999,Mossy BRACKEN,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,808,Marathon [Half Marathon]
3000,Hisashi NISHINO,22 MAY 1983,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,808,Marathon
3001,Zach DOMBI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,808,Marathon
3002,Kuniaki TAKIZAKI,08 AUG 1977,CAM,https://media.aws.iaaf.org/Flags/CAM.gif,807,Marathon [Half Marathon]
3003,Anatoliy MUKHIN,30 OCT 1985,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,807,Marathon [Half Marathon]
3004,James RIGGS,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,807,Marathon
3005,Dan MCGRATH,18 APR 1983,USA,https://media.aws.iaaf.org/Flags/USA.gif,807,Marathon
3006,Manel SANCHEZ,05 AUG 1977,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,807,Marathon [Half Marathon]
3007,Martin KUČERA,01 DEC 1980,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,807,Marathon [Half Marathon]
3007,Ihazmad NOUREDDINE,12 MAY 1999,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,807,Marathon [Half Marathon]
3009,Piotr SZYMANSKI,,POL,https://media.aws.iaaf.org/Flags/POL.gif,807,Marathon
3010,Grant GRAFENTIN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,807,Marathon [Half Marathon]
3011,Adélio DOS SANTOS,22 AUG 1994,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,807,Marathon
3012,Matteo LOMETTI,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,807,Marathon
3013,Peter KVIATKOVSKA,,SVK,https://media.aws.iaaf.org/Flags/SVK.gif,807,Marathon
3014,Emir HASTOR,1994,BIH,https://media.aws.iaaf.org/Flags/BIH.gif,806,Marathon
3015,Minori HIGUCHI,05 JUL 1976,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,806,Marathon [30km Road]
3016,Antonio DAVIA,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,806,Marathon [Half Marathon]
3017,Tommy BETTERBED,,USA,https://media.aws.iaaf.org/Flags/USA.gif,806,Marathon
3018,Iuri VINUTO,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,806,Marathon [Half Marathon]
3019,Hiroaki DOGI,20 OCT 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,806,Marathon [Half Marathon]
3020,Fabio RAMOS DOS SANTOS,08 DEC 1985,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,806,Marathon
3021,Alessandro SPANU,1982,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,806,Marathon [Half Marathon]
3022,Alberto PIZARRO,08 JAN 1995,PAR,https://media.aws.iaaf.org/Flags/PAR.gif,806,Marathon [Half Marathon]
3023,Victor CHALUB,1978,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,806,Marathon [Half Marathon]
3024,Michele PASTORINI,1991,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,806,Marathon [Half Marathon]
3025,Rodrigo GODINO,,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,806,Marathon [Half Marathon]
3026,Finn SCHÜMANN,19 JAN 1996,GER,https://media.aws.iaaf.org/Flags/GER.gif,805,Marathon [Half Marathon]
3027,Matthew MATEJKA,,USA,https://media.aws.iaaf.org/Flags/USA.gif,805,Marathon
3028,Guillaume FERNANDEZ,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,805,Marathon
3029,Yousei NAKAKUBO,01 FEB 2000,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,805,Marathon
3030,Samuel LAURET,19 JUN 1988,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,805,Marathon [Half Marathon]
3031,Kamil INAK,,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,805,Marathon
