Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List,Athlete_URL
2965,Alexey MARCHENKO,,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,811,Marathon,/athletes/israel/alexey-marchenko-014723587
2966,Hosava KRETZMANN,02 SEP 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,810,Marathon,/athletes/united-states/hosava-kretzmann-14834583
2967,Patrick CARON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,810,Marathon,/athletes/united-states/patrick-caron-014891841
2968,Iván DEL BARRIO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,810,Marathon [Half Marathon],/athletes/spain/ivan-del-barrio-15007540
2969,Niki BODEN,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,810,Marathon [Half Marathon],/athletes/belgium/niki-boden-15120156
2970,Gino PEREIRA,1991,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,810,Marathon [Half Marathon],/athletes/france/gino-pereira-15054922
2971,Avelino DE DIOS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,810,Marathon [Half Marathon],/athletes/spain/avelino-de-dios-15113979
2972,Marcos Antonio DELFORNO,23 JUN 1976,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,810,Marathon [Half Marathon],/athletes/argentina/marcos-antonio-delforno-14597881
2973,Nicolas HERNÁNDEZ,1990,CHI,https://media.aws.iaaf.org/Flags/CHI.gif,810,Marathon,/athletes/chile/nicolas-hernandez-15151638
2974,Jacob GREENEWAY,,USA,https://media.aws.iaaf.org/Flags/USA.gif,810,Marathon,/athletes/united-states/jacob-greeneway-15086094
2975,Joris SPIGT,,NED,https://media.aws.iaaf.org/Flags/NED.gif,810,Marathon,/athletes/netherlands/joris-spigt-15115180
2976,Jonathan SUAREZ,,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,810,Marathon [Half Marathon],/athletes/argentina/jonathan-suarez-15147858
2977,Michalis PARMAKIS,16 MAR 1984,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,810,Marathon [Half Marathon],/athletes/greece/michalis-parmakis-014195418
2978,Robert MWANGI,1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,810,Marathon [Half Marathon],/athletes/kenya/robert-mwangi-014426014
2979,Pelayo RODRÍGUEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,809,Marathon [Half Marathon],/athletes/spain/pelayo-rodriguez-15088975
2980,Matthias MALDET,,AUT,https://media.aws.iaaf.org/Flags/AUT.gif,809,Marathon,/athletes/austria/matthias-maldet-15085481
2981,Jacob ALEXANDER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,809,Marathon,/athletes/united-states/jacob-alexander-15086100
2982,Norihiro UNO,22 JAN 1978,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,809,Marathon,/athletes/japan/norihiro-uno-14733373
2983,Xianrong WANG,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,809,Marathon,/athletes/pr-of-china/xianrong-wang-15113981
2984,Jordan ANDERSEN,03 OCT 1983,USA,https://media.aws.iaaf.org/Flags/USA.gif,809,Marathon,/athletes/united-states/jordan-andersen-14918897
2985,Zhiwei LI,20 MAR 1986,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,809,Marathon,/athletes/pr-of-china/zhiwei-li-15176512
2986,Christos LAMARIS,1984,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,808,Marathon [Half Marathon],/athletes/greece/christos-lamaris-15025092
2987,Rob KEUNING,,NED,https://media.aws.iaaf.org/Flags/NED.gif,808,Marathon [Half Marathon],/athletes/netherlands/rob-keuning-15111760
2988,Suguru OKABE,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,808,Marathon,/athletes/japan/suguru-okabe-15114368
2989,Jorge NIETO,23 JUL 1974,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,808,Marathon [Half Marathon],/athletes/spain/jorge-nieto-014552437
2990,Victor BESSLER,12 MAR 1996,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,808,Marathon [Half Marathon],/athletes/france/victor-bessler-15024559
2991,Antoine MORTAMET,02 JUN 1994,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,808,Marathon [Half Marathon],/athletes/france/antoine-mortamet-014768024
2992,Balthasar LARISCH,1991,GER,https://media.aws.iaaf.org/Flags/GER.gif,808,Marathon [Half Marathon],/athletes/germany/balthasar-larisch-14918360
2993,Brian PUTRE,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,808,Marathon,/athletes/canada/brian-putre-15026553
2994,Bruno ERENT,30 DEC 1990,CRO,https://media.aws.iaaf.org/Flags/CRO.gif,808,Marathon [Half Marathon],/athletes/croatia/bruno-erent-14424851
2995,Mohammed MESBAHI,1981,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,808,Marathon [Half Marathon],/athletes/spain/mohammed-mesbahi-15120172
2996,Mario GRECH,04 FEB 1981,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,808,Marathon [Half Marathon],/athletes/switzerland/mario-grech-14788958
2997,Cornelis CHATZIIOANNOU,1979,NED,https://media.aws.iaaf.org/Flags/NED.gif,808,Marathon [Half Marathon],/athletes/netherlands/cornelis-chatziioannou-014935417
2998,Yuya KIKUCHI,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,808,Marathon,/athletes/japan/yuya-kikuchi-014921773
2999,Mossy BRACKEN,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,808,Marathon [Half Marathon],/athletes/ireland/mossy-bracken-15038242
3000,Hisashi NISHINO,22 MAY 1983,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,808,Marathon,/athletes/japan/hisashi-nishino-15019602
3001,Zach DOMBI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,808,Marathon,/athletes/united-states/zach-dombi-15026540
3002,Kuniaki TAKIZAKI,08 AUG 1977,CAM,https://media.aws.iaaf.org/Flags/CAM.gif,807,Marathon [Half Marathon],/athletes/cambodia/kuniaki-takizaki-014511392
3003,Anatoliy MUKHIN,30 OCT 1985,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,807,Marathon [Half Marathon],/athletes/russia/anatoliy-mukhin-014390089
3004,James RIGGS,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,807,Marathon,/athletes/great-britain-ni/james-riggs-15114002
3005,Dan MCGRATH,18 APR 1983,USA,https://media.aws.iaaf.org/Flags/USA.gif,807,Marathon,/athletes/united-states/dan-mcgrath-014245599
3006,Manel SANCHEZ,05 AUG 1977,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,807,Marathon [Half Marathon],/athletes/spain/manel-sanchez-15072494
3007,Martin KUČERA,01 DEC 1980,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,807,Marathon [Half Marathon],/athletes/czechia/martin-kucera-14168628
3007,Ihazmad NOUREDDINE,12 MAY 1999,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,807,Marathon [Half Marathon],/athletes/morocco/ihazmad-noureddine-15071669
3009,Piotr SZYMANSKI,,POL,https://media.aws.iaaf.org/Flags/POL.gif,807,Marathon,/athletes/poland/piotr-szymanski-15111813
3010,Grant GRAFENTIN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,807,Marathon [Half Marathon],/athletes/united-states/grant-grafentin-15055778
3011,Adélio DOS SANTOS,22 AUG 1994,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,807,Marathon,/athletes/brazil/adelio-dos-santos-014578028
3012,Matteo LOMETTI,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,807,Marathon,/athletes/italy/matteo-lometti-014973012
3013,Peter KVIATKOVSKA,,SVK,https://media.aws.iaaf.org/Flags/SVK.gif,807,Marathon,/athletes/slovak-republic/peter-kviatkovska-15117757
3014,Emir HASTOR,1994,BIH,https://media.aws.iaaf.org/Flags/BIH.gif,806,Marathon,/athletes/bosnia-herzegovina/emir-hastor-15047821
3015,Minori HIGUCHI,05 JUL 1976,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,806,Marathon [30km Road],/athletes/japan/minori-higuchi-15134787
3016,Antonio DAVIA,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,806,Marathon [Half Marathon],/athletes/spain/antonio-davia-15064544
3017,Tommy BETTERBED,,USA,https://media.aws.iaaf.org/Flags/USA.gif,806,Marathon,/athletes/united-states/tommy-betterbed-014232561
3018,Iuri VINUTO,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,806,Marathon [Half Marathon],/athletes/brazil/iuri-vinuto-15092041
3019,Hiroaki DOGI,20 OCT 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,806,Marathon [Half Marathon],/athletes/japan/hiroaki-dogi-15136194
3020,Fabio RAMOS DOS SANTOS,08 DEC 1985,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,806,Marathon,/athletes/brazil/fabio-ramos-dos-santos-14435724
3021,Alessandro SPANU,1982,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,806,Marathon [Half Marathon],/athletes/italy/alessandro-spanu-14619541
3022,Alberto PIZARRO,08 JAN 1995,PAR,https://media.aws.iaaf.org/Flags/PAR.gif,806,Marathon [Half Marathon],/athletes/paraguay/alberto-pizarro-15096129
3023,Victor CHALUB,1978,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,806,Marathon [Half Marathon],/athletes/argentina/victor-chalub-15001081
3024,Michele PASTORINI,1991,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,806,Marathon [Half Marathon],/athletes/italy/michele-pastorini-15078626
3025,Rodrigo GODINO,,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,806,Marathon [Half Marathon],/athletes/argentina/rodrigo-godino-15109653
3026,Finn SCHÜMANN,19 JAN 1996,GER,https://media.aws.iaaf.org/Flags/GER.gif,805,Marathon [Half Marathon],/athletes/germany/finn-schumann-15055535
3027,Matthew MATEJKA,,USA,https://media.aws.iaaf.org/Flags/USA.gif,805,Marathon,/athletes/united-states/matthew-matejka-15086116
3028,Guillaume FERNANDEZ,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,805,Marathon,/athletes/france/guillaume-fernandez-15085427
3029,Yousei NAKAKUBO,01 FEB 2000,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,805,Marathon,/athletes/japan/yousei-nakakubo-15073858
3030,Samuel LAURET,19 JUN 1988,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,805,Marathon [Half Marathon],/athletes/france/samuel-lauret-014185839
3031,Kamil INAK,,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,805,Marathon,/athletes/turkiye/kamil-inak-15049442
3032,Myrnes PEDERSEN,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,805,Marathon,/athletes/norway/myrnes-pedersen-15056039
3033,Victor TERRIER,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,805,Marathon,/athletes/france/victor-terrier-15019628
3034,Daniel VEJMELKA,02 MAY 1986,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,805,Marathon [Half Marathon],/athletes/czechia/daniel-vejmelka-14942821
3035,Veeresh NERALAGI,23 DEC 1999,USA,https://media.aws.iaaf.org/Flags/USA.gif,805,Marathon,/athletes/united-states/veeresh-neralagi-15100269
3036,Mark LAUGHLIN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,804,Marathon,/athletes/united-states/mark-laughlin-14759325
3037,David VAŠ,16 OCT 1990,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,804,Marathon [Half Marathon],/athletes/czechia/david-vas-14630032
3038,Toyoki SATO,18 JUL 1978,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,804,Marathon,/athletes/japan/toyoki-sato-15019593
3039,Koji TANAKA,03 JUN 1977,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,804,Marathon,/athletes/japan/koji-tanaka-14443091
3040,Martijn BLOMMAERT,,NED,https://media.aws.iaaf.org/Flags/NED.gif,803,Marathon,/athletes/netherlands/martijn-blommaert-15085445
3041,Yoshitaka YASUZAWA,06 MAR 1972,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,803,Marathon,/athletes/japan/yoshitaka-yasuzawa-15068541
3042,Manuel BERGUÑO,03 JAN 1980,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,803,Marathon [Half Marathon],/athletes/spain/manuel-berguno-014768818
3043,David BERARD,11 NOV 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,803,Marathon,/athletes/united-states/david-berard-15125410
3044,Kristian ULRIKSEN,02 OCT 1986,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,803,Marathon [Half Marathon],/athletes/norway/kristian-ulriksen-014723562
3044,Thomas POREBSKI,,GER,https://media.aws.iaaf.org/Flags/GER.gif,803,Marathon,/athletes/germany/thomas-porebski-15028733
3046,Shaun FITCH,21 DEC 1989,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,803,Marathon,/athletes/australia/shaun-fitch-15051760
3047,Masafumi MIYAMOTO,23 MAY 1972,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,803,Marathon,/athletes/japan/masafumi-miyamoto-14884461
3048,Thomas DELLINGER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,803,Marathon,/athletes/united-states/thomas-dellinger-15116182
3049,Barry MCEVOY,20 JAN 1989,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,803,Marathon [Half Marathon],/athletes/ireland/barry-mcevoy-15039012
3050,Tetsuro KATAOKA,1984,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,803,Marathon,/athletes/japan/tetsuro-kataoka-14510271
3051,Brent PIETERSE,,NED,https://media.aws.iaaf.org/Flags/NED.gif,803,Marathon,/athletes/netherlands/brent-pieterse-15113725
3052,Daniel LUNDGREN,04 JUL 1985,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,803,Marathon [Half Marathon],/athletes/sweden/daniel-lundgren-014227819
3053,Domenico LIBERATORE,11 DEC 1982,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,803,Marathon [Half Marathon],/athletes/italy/domenico-liberatore-014671931
3054,Joan ORIACH,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,803,Marathon [Half Marathon],/athletes/spain/joan-oriach-014691779
3055,Manel CABANILLAS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,802,Marathon [Half Marathon],/athletes/spain/manel-cabanillas-014691789
3056,Hernan HUAITA,1993,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,802,Marathon [Half Marathon],/athletes/spain/hernan-huaita-15002874
3057,Aykut TAŞDEMİR,20 JAN 1991,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,802,Marathon [Half Marathon],/athletes/turkiye/aykut-tasdemir-14438391
3058,Koichi TSUKAMOTO,05 JUN 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,802,Marathon,/athletes/japan/koichi-tsukamoto-14884426
3059,Yohan HOTTE,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,802,Marathon,/athletes/france/yohan-hotte-15113733
3060,Axel SMITH,1986,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,802,Marathon,/athletes/sweden/axel-smith-14905627
3061,Mateusz POŁCZYŃSKI,,POL,https://media.aws.iaaf.org/Flags/POL.gif,802,Marathon [Half Marathon],/athletes/poland/mateusz-polczynski-15114367
3062,Ignacio GONZALEZ,27 FEB 1996,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,802,Marathon [Half Marathon],/athletes/spain/ignacio-gonzalez-15134904
3063,Aaqib SYED,,USA,https://media.aws.iaaf.org/Flags/USA.gif,802,Marathon,/athletes/united-states/aaqib-syed-15086082
3064,Zhonghao KE,24 NOV 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,802,Marathon [Half Marathon],/athletes/pr-of-china/zhonghao-ke-15087597
3065,Tom FAIRBROTHER,1988,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,802,Marathon,/athletes/great-britain-ni/tom-fairbrother-14723580
3066,Dylan KARTEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,801,Marathon,/athletes/united-states/dylan-karten-014452029
3067,Alex KRAMER,16 JUL 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,801,Marathon,/athletes/united-states/alex-kramer-14402364
3068,Raul ARCOS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,801,Marathon,/athletes/united-states/raul-arcos-014364203
3069,Stanislav ALEXANDROV,,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,801,Marathon [Half Marathon],/athletes/russia/stanislav-alexandrov-15112453
3070,Justin KOWALSKI,03 SEP 1985,USA,https://media.aws.iaaf.org/Flags/USA.gif,801,Marathon,/athletes/united-states/justin-kowalski-014379422
3071,Carl RIISGAARD,07 DEC 1993,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,801,Marathon [Half Marathon],/athletes/denmark/carl-riisgaard-15054707
3072,Lucas VICTOR,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,801,Marathon,/athletes/mexico/lucas-victor-15114009
3073,Jamal IDZIM,14 NOV 1980,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,801,Marathon,/athletes/france/jamal-idzim-014918314
3074,Guillermo PINEDA,,USA,https://media.aws.iaaf.org/Flags/USA.gif,801,Marathon,/athletes/united-states/guillermo-pineda-014891840
3075,Aleksandr IVANOV,26 FEB 1985,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,801,Marathon,/athletes/russia/aleksandr-ivanov-014377178
3076,Seokryung YOON,,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,801,Marathon,/athletes/korea/seokryung-yoon-15111816
3077,Jo KORIYAMA,21 JAN 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,801,Marathon,/athletes/japan/jo-koriyama-15134052
3078,Leon SANDERMAN,28 APR 1981,NED,https://media.aws.iaaf.org/Flags/NED.gif,801,Marathon [Half Marathon],/athletes/netherlands/leon-sanderman-014443523
3079,Xiang LI,13 AUG 1989,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,801,Marathon,/athletes/pr-of-china/xiang-li-15116396
3080,Vincent GRAAS,05 DEC 1985,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,801,Marathon,/athletes/france/vincent-graas-014185103
3081,Zach LEE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,800,Marathon,/athletes/united-states/zach-lee-15100281
3082,Philipp ARNOLD,10 MAY 1987,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,800,Marathon,/athletes/switzerland/philipp-arnold-014860963
3083,Renato SOUSA,,POR,https://media.aws.iaaf.org/Flags/POR.gif,800,Marathon [Half Marathon],/athletes/portugal/renato-sousa-014218632
3084,Rachid SOUFI,1989,GER,https://media.aws.iaaf.org/Flags/GER.gif,800,Marathon,/athletes/germany/rachid-soufi-15080679
3085,Arnaud GICQUEL,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,800,Marathon,/athletes/france/arnaud-gicquel-15120275
3086,Vincent VERGEER,,NED,https://media.aws.iaaf.org/Flags/NED.gif,800,Marathon,/athletes/netherlands/vincent-vergeer-15085409
3087,Andrew DEY,17 AUG 1978,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,800,Marathon,/athletes/australia/andrew-dey-14850227
3088,Jie ZHANG,08 DEC 1991,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,800,Marathon,/athletes/pr-of-china/jie-zhang-15054247
3089,Takeru IKKA,21 NOV 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,799,Marathon,/athletes/japan/takeru-ikka-014554619
3090,Yahia EL SAYED,09 MAR 1988,EGY,https://media.aws.iaaf.org/Flags/EGY.gif,799,Marathon [Half Marathon],/athletes/egypt/yahia-el-sayed-14879535
3091,Karlos AQUINO,05 SEP 1995,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,799,Marathon [Half Marathon],/athletes/australia/karlos-aquino-15112768
3092,Fabian WIEDERKEHR,03 FEB 1977,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,799,Marathon,/athletes/switzerland/fabian-wiederkehr-014225954
3093,Frej ERSA,1995,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,799,Marathon,/athletes/sweden/frej-ersa-15111634
3094,Ryan FARRUGIA,29 AUG 1987,MLT,https://media.aws.iaaf.org/Flags/MLT.gif,799,Marathon,/athletes/malta/ryan-farrugia-15039644
3095,Cristian BALMACEDA,1984,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,799,Marathon [Half Marathon],/athletes/argentina/cristian-balmaceda-15109641
3096,Guillaume PERROT,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,798,Marathon,/athletes/france/guillaume-perrot-15087452
3097,Jan BERKHOUT,1987,NED,https://media.aws.iaaf.org/Flags/NED.gif,798,Marathon [Half Marathon],/athletes/netherlands/jan-berkhout-014594543
3098,La Ode SAFRUDIN,,INA,https://media.aws.iaaf.org/Flags/INA.gif,798,Marathon,/athletes/indonesia/la-ode-safrudin-15109697
3099,Grant SCHMIDLECHNER,21 SEP 1978,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,798,Marathon,/athletes/australia/grant-schmidlechner-014178824
3100,Takuma MOHRI,11 JAN 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,798,Marathon,/athletes/japan/takuma-mohri-15054368
3101,Jan WYCHOWAŁEK,1990,POL,https://media.aws.iaaf.org/Flags/POL.gif,798,Marathon [Half Marathon],/athletes/poland/jan-wychowalek-15142507
3102,Adrien GENTINA,1999,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,798,Marathon [Half Marathon],/athletes/france/adrien-gentina-15117590
3103,Samuel PEREZ,27 MAR 1996,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,798,Marathon [Half Marathon],/athletes/spain/samuel-perez-15002886
3104,Akihiro MAKIUCHI,06 MAR 1981,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,798,Marathon,/athletes/japan/akihiro-makiuchi-15087305
3105,Richard ORAWETZ,1994,SVK,https://media.aws.iaaf.org/Flags/SVK.gif,798,Marathon,/athletes/slovak-republic/richard-orawetz-14999680
3106,Michel PRADEL,1983,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,798,Marathon [Half Marathon],/athletes/france/michel-pradel-014187150
3107,Ewan SHORT,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,798,Marathon,/athletes/great-britain-ni/ewan-short-014701695
3108,Cory SHERWIN,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,797,Marathon [Half Marathon],/athletes/great-britain-ni/cory-sherwin-15120144
3109,Reinout POLDERS,,NED,https://media.aws.iaaf.org/Flags/NED.gif,797,Marathon [Half Marathon],/athletes/netherlands/reinout-polders-15077545
3110,Artur JASINSKI,,POL,https://media.aws.iaaf.org/Flags/POL.gif,797,Marathon,/athletes/poland/artur-jasinski-15115199
3111,Zhang HONGYOU,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,797,Marathon,/athletes/pr-of-china/zhang-hongyou-15114129
3112,Bas DRAIJER,,NED,https://media.aws.iaaf.org/Flags/NED.gif,797,Marathon,/athletes/netherlands/bas-draijer-15113718
3113,Simo HAAVISTO,03 JUN 1987,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,797,Marathon,/athletes/finland/simo-haavisto-14534811
3114,Lennart DEROO,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,797,Marathon [Half Marathon],/athletes/belgium/lennart-deroo-15139718
3115,Ubaldo BLANCO,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,797,Marathon,/athletes/mexico/ubaldo-blanco-15072466
3116,Anthony WANJIRU,1988,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,797,Marathon,/athletes/kenya/anthony-wanjiru-15115381
3117,Erik ALATALO,,USA,https://media.aws.iaaf.org/Flags/USA.gif,797,Marathon,/athletes/united-states/erik-alatalo-014738629
3118,Janez MULEJ,1981,SLO,https://media.aws.iaaf.org/Flags/SLO.gif,797,Marathon,/athletes/slovenia/janez-mulej-014609079
3119,Florent GERMAIN,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,797,Marathon,/athletes/france/florent-germain-15050208
3120,Christophe PARMENTIER,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,797,Marathon,/athletes/france/christophe-parmentier-15079512
3121,Daniel MARTINS,23 NOV 1995,POR,https://media.aws.iaaf.org/Flags/POR.gif,797,Marathon [Half Marathon],/athletes/portugal/daniel-martins-014926205
3122,Gerard MANGRANÉ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,797,Marathon [Half Marathon],/athletes/spain/gerard-mangrane-15128311
3123,David PARRILLA,09 AUG 1982,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,796,Marathon [Half Marathon],/athletes/spain/david-parrilla-014165463
3124,Kody TARBELL,,USA,https://media.aws.iaaf.org/Flags/USA.gif,796,Marathon,/athletes/united-states/kody-tarbell-014621433
3125,Sota YAMASAKI,19 OCT 2004,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,796,Marathon [Half Marathon],/athletes/japan/sota-yamasaki-15071763
3126,Steven SÁ,,POR,https://media.aws.iaaf.org/Flags/POR.gif,796,Marathon,/athletes/portugal/steven-sa-15120365
3127,Akihiro KADOTA,28 APR 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,796,Marathon,/athletes/japan/akihiro-kadota-14997485
3128,Aidan BILLINGTON,,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,796,Marathon [Half Marathon],/athletes/south-africa/aidan-billington-15111783
3129,Łukasz HRYCIUK,1986,POL,https://media.aws.iaaf.org/Flags/POL.gif,796,Marathon,/athletes/poland/lukasz-hryciuk-014413334
3130,Edwin SLIJKHUIS,1987,NED,https://media.aws.iaaf.org/Flags/NED.gif,796,Marathon,/athletes/netherlands/edwin-slijkhuis-014744171
3131,Erik SCHOOB,08 MAY 1999,GER,https://media.aws.iaaf.org/Flags/GER.gif,796,Marathon [Half Marathon],/athletes/germany/erik-schoob-14756305
3132,Antonio Daniel MORENO,14 MAR 1985,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,796,Marathon [Half Marathon],/athletes/spain/antonio-daniel-moreno-014506349
3133,Jun NISHIO,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,796,Marathon,/athletes/japan/jun-nishio-15068563
3134,Scott DIEKEMA,,USA,https://media.aws.iaaf.org/Flags/USA.gif,795,Marathon,/athletes/united-states/scott-diekema-15086149
3135,Rio REINA,28 APR 1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,795,Marathon,/athletes/united-states/rio-reina-014249347
3136,Timothy LYNCH,,USA,https://media.aws.iaaf.org/Flags/USA.gif,795,Marathon,/athletes/united-states/timothy-lynch-15049744
3137,Christian STOUNBERG,16 MAR 1995,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,795,Marathon [Half Marathon],/athletes/denmark/christian-stounberg-14846709
3138,Thomas CANTARA,,USA,https://media.aws.iaaf.org/Flags/USA.gif,795,Marathon,/athletes/united-states/thomas-cantara-15148132
3139,Tomáš MICHALEC,1989,SVK,https://media.aws.iaaf.org/Flags/SVK.gif,795,Marathon,/athletes/slovak-republic/tomas-michalec-15082882
3140,Matúš VLČKO,,SVK,https://media.aws.iaaf.org/Flags/SVK.gif,795,Marathon,/athletes/slovak-republic/matus-vlcko-15112546
3141,Lachlan OAKES,02 SEP 1987,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,795,Marathon,/athletes/australia/lachlan-oakes-15002747
3142,Stephen CAMPBELL,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,795,Marathon [Half Marathon],/athletes/great-britain-ni/stephen-campbell-15023340
