Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
2852,Albert MARBAN,22 Sep 1993,USA,820, 24 SEP 2023,787, Berlin
2852,Albert MARBAN,22 Sep 1993,USA,820, 17 APR 2023,738, Boston
2854,Matthew REES,,GBR,820, 01 OCT 2023,755, Riga
2854,Matthew REES,,GBR,820, 24 SEP 2023,830, Berlin
2854,Matthew REES,,GBR,820, 32:18.38 ,769, Berlin
2854,Ken OISHI,,JPN,820, 03 DEC 2023,811, Fukuoka
2854,Ken OISHI,,JPN,820, 05 FEB 2023,793, Beppu
2856,Nicolas ALEXANDRE,06 Mar 1991,FRA,819, 03 DEC 2023,881, Valencia
2857,Danny SOGLANICH,,AUS,819, 29 SEP 2024,871, Berlin
2858,Mark GUYER,,USA,819, 08 OCT 2023,767, Chicago
2859,Kristján SVANUR,,ISL,819, 03 DEC 2023,858, Valencia
2859,Kristján SVANUR,,ISL,819, 16 APR 2023,781, Rotterdam
2860,Roberto IZQUIERDO,,ESP,819, 19 FEB 2023,771, Sevilla
2861,Maros PASCUAL,,ESP,819, 24 SEP 2023,837, Berlin
2861,Maros PASCUAL,,ESP,819, 19 FEB 2023,876, Sevilla
2862,Seong-il OH,13 Sep 2001,KOR,819, 22 OCT 2023,804, Gyeongju
2862,Seong-il OH,13 Sep 2001,KOR,819, 09 APR 2023,513, Gunsan
2863,Gerard HILL,19 Jul 1985,AUS,819, 06 AUG 2023,833, Perth
2863,Gerard HILL,19 Jul 1985,AUS,819, 24 FEB 2023,795, WA Athletics Stadium
2864,Micah POLANSKY,,USA,819, 08 OCT 2023,829, Chicago
2864,Micah POLANSKY,,USA,819, 17 APR 2023,810, Boston
2865,Kyle WEISE,10 Mar 1995,AUS,819, 24 SEP 2023,804, Berlin
2865,Kyle WEISE,10 Mar 1995,AUS,819, 02 JUL 2023,812, Gold Coast
2866,Blaine PENNY,,CAN,819, 08 OCT 2023,817, Chicago
2866,Blaine PENNY,,CAN,819, 17 APR 2023,822, Boston
2866,Blaine PENNY,,CAN,819, 12 FEB 2023,760, Vancouver
2867,Stan DE VLEMINCK,19 Apr 1988,BEL,819, 08 OCT 2023,814, Eindhoven
2868,Simon NAVODNIK,1995,SLO,818, 22 OCT 2023,838, Ljubljana - Slovenian Marathon Ch.
2868,Simon NAVODNIK,1995,SLO,818, 01 OCT 2023,754, Novo Mesto
2868,Simon NAVODNIK,1995,SLO,818, 08 JUL 2023,SLO," Stadion Ob jezeru"""
2869,Paul DORAN,,IRL,818, 03 DEC 2023,867, Valencia
2869,Paul DORAN,,IRL,818, 29 OCT 2023,770, Dublin
2870,Jair José DA SILVA,08 Sep 1978,BRA,818, 06 AUG 2023,865, Joao Pessoa
2871,Oscar SIMONSEN,2001,DEN,818, 05 NOV 2023,777, Nice
2872,Yaniv KRISPEL,,ISR,818, 08 OCT 2023,858, Chicago
2873,Jun MORIFUJI,17 Nov 1980,JPN,818, 03 DEC 2023,780, Fukuoka
2874,Tom LOLE,,GBR,818, 24 SEP 2023,786, Berlin
2875,Mathias GUGLIOTTA,25 Sep 1994,DEN,818, 24 SEP 2023,849, Berlin
2875,Mathias GUGLIOTTA,25 Sep 1994,DEN,818, 14 MAY 2023,788, København
2876,Matt KITCHING,,GBR,818, 24 SEP 2023,802, Berlin
2877,Tomasz JANUSZ,07 Aug 1993,POL,818, 28 APR 2024,817, Łódź
2877,Tomasz JANUSZ,07 Aug 1993,POL,818, 24 MAR 2024,802, Warszawa
2878,Thibault MOUCHART,,CAN,818, 25 JUN 2023,782, Vancouver
2878,Thibault MOUCHART,,CAN,818, 07 MAY 2023,813, Vancouver
2878,Thibault MOUCHART,,CAN,818, 17 APR 2023,811, Boston
2879,Onesmus MUINDI,16 Jun 1980,KEN,818, 10 DEC 2023,793, Bangkok
2879,Onesmus MUINDI,16 Jun 1980,KEN,818, 03 DEC 2023,814, Bangkok
2879,Onesmus MUINDI,16 Jun 1980,KEN,818, 12 NOV 2023,817, Nakhon Ratchasima
2880,Mason ROUCHES,19 May 1996,USA,817, 03 DEC 2023,874, Sacramento
2880,Mason ROUCHES,19 May 1996,USA,817, 17 APR 2023,761, Boston
2881,Ben BRUNTON,,IRL,817, 29 OCT 2023,872, Dublin
2882,Huberney JIMENEZ,,ESP,817, 18 FEB 2024,855, Sevilla
2882,Huberney JIMENEZ,,ESP,817, 28 JAN 2024,779, Sevilla
2883,Aleksey ALEKSANDROV,04 Apr 1984,RUS,817, 17 SEP 2023,796, Moskva
2883,Aleksey ALEKSANDROV,04 Apr 1984,RUS,817, 14 MAY 2023,839, Pushkin
2884,Jens FRANSSENS,,BEL,817, 24 SEP 2023,785, Berlin
2884,Jens FRANSSENS,,BEL,817, 16 APR 2023,806, Rotterdam
2885,Oliver TZSCHOPPE,1989,GER,817, 15 SEP 2024,823, Hamburg
2885,Oliver TZSCHOPPE,1989,GER,817, 14 APR 2024,811, Hannover
2886,Hugo TORMENTO,1993,FRA,816, 02 DEC 2023,756, National Stadium
2887,Kazuhiro MORITA,04 Dec 1997,JPN,816, 03 DEC 2023,767, Fukuoka
2887,Kazuhiro MORITA,04 Dec 1997,JPN,816, 17 MAR 2023,819, National Stadium
2888,Stephan FRUHMANN,1979,GER,816, 29 OCT 2023,863, Frankfurt
2888,Stephan FRUHMANN,1979,GER,816, 16 APR 2023,770, Linz
2889,Kenneth ARAYA,,CRC,816, 08 OCT 2023,777, Chicago
2889,Kenneth ARAYA,,CRC,816, 21 MAY 2023,F, San José
2890,Diego FILIU,1995,FRA,816, 03 DEC 2023,853, Valencia
2890,Diego FILIU,1995,FRA,816, 16 APR 2023,779, Rotterdam
2891,Sofiane SABBANI,1994,FRA,816, 07 APR 2024,846, Paris
2891,Sofiane SABBANI,1994,FRA,816, 03 MAR 2024,787, Paris
2892,Marnix LANGEVELD,1992,NED,816, 16 APR 2023,846, Rotterdam
2892,Marnix LANGEVELD,1992,NED,816, 12 FEB 2023,813, Schoorl
2893,Christian KRANNICH,25 Oct 1984,GER,816, 02 APR 2023,760, Berlin
2894,Diego FERRARI,,BRA,816, 08 OCT 2023,792, Chicago
2895,Nick VAN NIEUWENHUIZEN,1988,NED,816, 29 OCT 2023,835, Frankfurt
2895,Nick VAN NIEUWENHUIZEN,1988,NED,816, 12 MAR 2023,756, Den Haag
2895,Nick VAN NIEUWENHUIZEN,1988,NED,816, 12 FEB 2023,778, Schoorl
2895,Maarten MAST,,NED,816, 16 APR 2023,798, Rotterdam
2897,Shuji KONO,,JPN,816, 19 NOV 2023,799, Kobe
2898,Silvan DOS SANTOS,,BRA,816, 06 AUG 2023,801, Joao Pessoa
2899,Dario CABRERA,03 May 1994,ARG,816, 27 AUG 2023,830, Buenos Aires
2899,Iurii GALKIN,,RUS,816, 03 DEC 2023,802, Valencia
2901,Barry DONOVAN,,IRL,816, 24 SEP 2023,828, Berlin
2901,Barry DONOVAN,,IRL,816, 32:34.81 ,748, Berlin
2902,Martin PHILIPPE,1997,FRA,816, 26 NOV 2023,824, La Rochelle
2902,Martin PHILIPPE,1997,FRA,816, 29 OCT 2023,822, Montereau
2902,Martin PHILIPPE,1997,FRA,816, 24 SEP 2023,808, Montbéliard
2902,Martin PHILIPPE,1997,FRA,816, 24 MAY 2023,820, Stade Adolphe Cheron
2902,Martin PHILIPPE,1997,FRA,816, 21 MAY 2023,816, Stade G. Collet
2902,Martin PHILIPPE,1997,FRA,816, 07 MAY 2023,782, Stade Alain Mimoun
2902,Martin PHILIPPE,1997,FRA,816, 02 APR 2023,852, Paris
2902,Martin PHILIPPE,1997,FRA,816, 05 MAR 2023,789, Paris
2903,Patrick MONTI,1992,AUS,816, 15 OCT 2023,812, Cricket Ground
2903,Patrick MONTI,1992,AUS,816, 13 AUG 2023,793, Alexandra Headland
2904,Richard EGAN,12 May 1999,AUS,815, 08 JAN 2023,715, Hobart
2905,Jose MORUNO,,ESP,815, 03 DEC 2023,859, Valencia
2905,Jose MORUNO,,ESP,815, 22 OCT 2023,772, Valencia
2906,Xavi ARCAS,,ESP,815, 31 DEC 2023,754, Barcelona
2906,Xavi ARCAS,,ESP,815, 19 MAR 2023,828, Barcelona
2906,Xavi ARCAS,,ESP,815, 19 FEB 2023,810, Barcelona
2907,Valentino JULIEN,,USA,815, 17 APR 2023,782, Boston
2908,Ryota MAEDA,03 Jun 1978,JPN,815, 26 FEB 2023,788, Osaka
2908,Ryota MAEDA,03 Jun 1978,JPN,815, 05 FEB 2023,829, Beppu
2909,Tomoya MURAKAMI,24 Jan 2004,JPN,815, 29 OCT 2023,838, Frankfurt
2909,Tomoya MURAKAMI,24 Jan 2004,JPN,815, 03 SEP 2023,792, Münster
2910,Nicolas PINAUD,1982,FRA,815, 08 OCT 2023,751, Paris
2911,Hug RABELL,,ESP,815, 03 DEC 2023,796, Valencia
2911,Hug RABELL,,ESP,815, 19 FEB 2023,758, Barcelona
2912,Jiyong LAN,09 Mar 1981,CHN,815, 29 OCT 2023,799, Beijing
2913,Mats DEROO,,BEL,815, 08 OCT 2023,771, Eindhoven
2914,Eirik HAGEN,,NOR,815, 29 OCT 2023,803, Frankfurt
2915,Shota KOBAYASHI,23 Jun 1993,JPN,815, 23 APR 2023,806, Nagano
2916,Michael HORN,,USA,815, 17 APR 2023,810, Boston
2917,Jordan ENGLISH,,USA,815, 17 JUN 2023,821, Duluth
2918,Tom PALAMAR,,USA,814, 17 JUN 2023,872, Duluth
2919,Paweł WÓJCIK,30 May 1976,POL,814, 16 APR 2023,852, Rotterdam
2920,Björn KUISMA,,FIN,814, 14 OCT 2023,779, Vantaa
2921,Richard KVERNELAND,,NOR,814, 05 NOV 2023,777, New York
2921,Richard KVERNELAND,,NOR,814, 24 SEP 2023,840, Berlin
2922,Tiesheng DONG,,CHN,814, 14 APR 2024,790, Yangling
2922,Tiesheng DONG,,CHN,814, 31 MAR 2024,838, Shijiazhuang
2923,Andrew NEVIN,,IRL,814, 24 SEP 2023,836, Berlin
2923,Andrew NEVIN,,IRL,814, 30 JUL 2023,654, Berlin
2923,Andrew NEVIN,,IRL,814, 02 APR 2023,786, Berlin
2923,Andrew NEVIN,,IRL,814, 19 FEB 2023,764, Barcelona
2924,Ludovic DELPUECH,11 Sep 1995,FRA,814, 26 NOV 2023,833, La Rochelle
2925,Scott KULM,09 Oct 1994,USA,814, 03 DEC 2023,832, Sacramento
2925,Scott KULM,09 Oct 1994,USA,814, 17 APR 2023,797, Boston
2926,Floris BOENDERMAKER,,NED,814, 14 APR 2024,829, Rotterdam
2926,Floris BOENDERMAKER,,NED,814, 10 MAR 2024,799, Den Haag
2926,Floris BOENDERMAKER,,NED,814, 11 FEB 2024,797, Schoorl - Dutch 10km Ch.
2927,Phil HEBDA,05 Sep 1987,USA,814, 03 DEC 2023,748, Sacramento
2927,Phil HEBDA,05 Sep 1987,USA,814, 08 OCT 2023,802, Chicago
2927,Phil HEBDA,05 Sep 1987,USA,814, 17 APR 2023,827, Boston
2928,Carles ROSÉS,,ESP,814, 03 DEC 2023,803, Valencia
2928,Carles ROSÉS,,ESP,814, 19 MAR 2023,776, Barcelona
2929,Naohiro YAMAMOTO,1974,JPN,814, 03 DEC 2023,804, Fukuoka
2929,Naohiro YAMAMOTO,1974,JPN,814, 05 FEB 2023,818, Beppu
2930,Andreas INGBERG,12 May 1982,SWE,814, 03 DEC 2023,813, Valencia
2930,Andreas INGBERG,12 May 1982,SWE,814, 03 JUN 2023,763, Stockholm
2930,Andreas INGBERG,12 May 1982,SWE,814, 16 APR 2023,815, Rotterdam
2930,Andreas INGBERG,12 May 1982,SWE,814, 14 JAN 2023,646, Tybblelundshallen
2931,Tor RØDDE,,NOR,813, 24 SEP 2023,871, Berlin
2931,Tor RØDDE,,NOR,813, 03 SEP 2023,756, Drammen
2931,Tor RØDDE,,NOR,813, 19 FEB 2023,817, Barcelona
2932,Will FORD,26 Mar 1988,AUS,813, 23 APR 2023,759, Nagano
2933,Shun FUJIWARA,05 Jun 1994,JPN,813, 30 SEP 2023,759, Municipal Stadium
2934,Manuel LÓPEZ,,ESP,813, 18 FEB 2024,857, Sevilla
2934,Manuel LÓPEZ,,ESP,813, 28 JAN 2024,769, Sevilla
2934,Alexis LABERNIA,1996,FRA,813, 29 OCT 2023,769, Frankfurt
2936,John MCKEOGH,,IRL,813, 03 DEC 2023,853, Valencia
2936,John MCKEOGH,,IRL,813, 27 AUG 2023,774, Larne - Mass Race
2936,John MCKEOGH,,IRL,813, 19 FEB 2023,810, Sevilla
2937,Zuwei ZHANG,18 Oct 1989,CHN,813, 29 OCT 2023,844, Beijing
2937,Zuwei ZHANG,18 Oct 1989,CHN,813, 16 APR 2023,764, Beijing
2938,Juan Carlos MONTA,14 May 1977,ESP,813, 03 DEC 2023,843, Valencia
2938,Juan Carlos MONTA,14 May 1977,ESP,813, 08 OCT 2023,784, Chicago
2938,Juan Carlos MONTA,14 May 1977,ESP,813, 19 FEB 2023,814, Sevilla
2939,Nikolay KAUFMAN,09 May 2003,BUL,813, 03 SEP 2023,803, Bitola
2939,Nikolay KAUFMAN,09 May 2003,BUL,813, 09 APR 2023,805, Stara Zagora - Bulgarian Half Marathon Ch.
2940,Toru TSUNOKUMA,,JPN,813, 03 DEC 2023,788, Hofu
2941,Hendry DE LA ROSA,08 Jul 1997,DOM,813, 18 NOV 2023,754, Lille
2941,Hendry DE LA ROSA,08 Jul 1997,DOM,813, 05 MAR 2023,761, Paris
2942,Václav SLÍPKA,,CZE,813, 07 MAY 2023,819, Praha
2943,John WELDON,,IRL,813, 29 OCT 2023,810, Dublin
2943,John WELDON,,IRL,813, 24 SEP 2023,816, Berlin
2944,Haakon URDAL,,NOR,813, 03 DEC 2023,813, Valencia
2944,Haakon URDAL,,NOR,813, 29 OCT 2023,771, Frankfurt
2944,Haakon URDAL,,NOR,813, 24 SEP 2023,800, Berlin
2945,Andrii ONYSHCHENKO,,UKR,812, 03 DEC 2023,868, Valencia
2946,Daniel MODREGO,,ESP,812, 31 DEC 2023,755, Barcelona
2947,Fabian FRONTHALER,,ITA,812, 29 OCT 2023,854, Frankfurt
2947,Fabian FRONTHALER,,ITA,812, 23 APR 2023,771, Wien
2947,Fabian FRONTHALER,,ITA,812, 19 MAR 2023,805, Milano
2948,Antoine DUMOULIN,1991,BEL,812, 29 OCT 2023,772, Frankfurt
2948,Antoine DUMOULIN,1991,BEL,812, 17 JUN 2023,701, Stade Rebompré
2949,Taggart VANETTEN,,USA,812, 17 JUN 2023,844, Duluth
2950,Frederic WALCZAK,29 Aug 1982,FRA,812, 15 OCT 2023,842, Amsterdam
2950,Frederic WALCZAK,29 Aug 1982,FRA,812, 24 SEP 2023,783, Montbéliard
2950,Frederic WALCZAK,29 Aug 1982,FRA,812, 26 MAR 2023,776, Houilles - Open Event
2951,Brett NOECKER,14 Mar 1990,USA,812, 03 DEC 2023,841, Sacramento
2951,Brett NOECKER,14 Mar 1990,USA,812, 17 JUN 2023,784, Duluth
2952,Samuele Oskar CASSI,1997,ITA,812, 03 DEC 2023,839, Valencia
2952,Samuele Oskar CASSI,1997,ITA,812, 29 OCT 2023,785, Arezzo
2952,Samuele Oskar CASSI,1997,ITA,812, 26 MAR 2023,798, Reggio Emilia
2952,Samuele Oskar CASSI,1997,ITA,812, 12 MAR 2023,B, Gubbio - XC 10.0km
2953,Cristiano DA SILVA,,BRA,812, 03 DEC 2023,835, Valencia
2954,Jørgen FELDT,,NOR,812, 24 SEP 2023,832, Berlin
2954,Jørgen FELDT,,NOR,812, 16 SEP 2023,794, Oslo
2954,Jørgen FELDT,,NOR,812, 03 SEP 2023,792, Drammen
2955,Henrik FLEISJE,,NOR,812, 23 APR 2023,829, Hamburg
2956,Nikita KOSTYUCHENKO,1992,SUI,812, 14 APR 2024,823, Rotterdam
2956,Nikita KOSTYUCHENKO,1992,SUI,812, 17 MAR 2024,802, Oberriet
2957,Kyosuke YASUDA,29 Jul 1995,JPN,812, 21 APR 2024,820, Nagano
2957,Kyosuke YASUDA,29 Jul 1995,JPN,812, 17 MAR 2024,805, Itabashi
2958,Tim-Niklas SCHWIPPEL,26 Apr 1995,GER,812, 17 APR 2023,819, Boston
2958,Tim-Niklas SCHWIPPEL,26 Apr 1995,GER,812, 26 MAR 2023,940, Hannover
2958,Tim-Niklas SCHWIPPEL,26 Apr 1995,GER,812, 12 MAR 2023,820, Den Haag
2959,Michael STEENSSENS,,BEL,812, 29 SEP 2024,818, Berlin
2959,Michael STEENSSENS,,BEL,812, 14 APR 2024,806, Rotterdam
2959,Michael STEENSSENS,,BEL,812, 10 MAR 2024,770, Atletiekstadium Gentbrugge
2960,Kazuki MATSUMOTO,27 Aug 1999,JPN,811, 32:28.50 ,756, Atletiekstadium Gentbrugge
2960,Kazuki MATSUMOTO,27 Aug 1999,JPN,811, 14 OCT 2023,861, Showa Park
2961,Kaupo UUETOA,,EST,811, 29 OCT 2023,783, Frankfurt
2962,Yaguang CHEN,01 May 1999,CHN,811, 29 OCT 2023,829, Beijing
2962,Yaguang CHEN,01 May 1999,CHN,811, 16 APR 2023,786, Beijing
2963,Moges ABATE,,ETH,811, 03 DEC 2023,796, Bangkok
2963,Moges ABATE,,ETH,811, 12 NOV 2023,820, Nakhon Ratchasima
2964,Benjamin MACDONALD,,USA,811, 17 APR 2023,799, Boston
2965,Alexey MARCHENKO,,ISR,811, 03 DEC 2023,803, Valencia
2966,Hosava KRETZMANN,02 Sep 1994,USA,810, 03 DEC 2023,760, Sacramento
2966,Hosava KRETZMANN,02 Sep 1994,USA,810, 14 OCT 2023,860, Valley Cottage
2966,Hosava KRETZMANN,02 Sep 1994,USA,810, 15 JAN 2023,1015, Houston
2967,Patrick CARON,,USA,810, 17 APR 2023,855, Boston
2968,Iván DEL BARRIO,,ESP,810, 03 DEC 2023,852, Valencia
2968,Iván DEL BARRIO,,ESP,810, 22 OCT 2023,768, Valencia
2969,Niki BODEN,,BEL,810, 03 DEC 2023,832, Valencia
2970,Gino PEREIRA,1991,FRA,810, 03 DEC 2023,790, Valencia
2970,Gino PEREIRA,1991,FRA,810, 22 OCT 2023,764, Cholet
2971,Avelino DE DIOS,,ESP,810, 08 OCT 2023,825, Chicago
2972,Marcos Antonio DELFORNO,23 Jun 1976,ARG,810, 22 SEP 2024,798, Buenos Aires
2972,Marcos Antonio DELFORNO,23 Jun 1976,ARG,810, 12 MAY 2024,823, Rosario
2973,Nicolas HERNÁNDEZ,1990,CHI,810, 06 OCT 2024,798, Vina del Mar
2973,Nicolas HERNÁNDEZ,1990,CHI,810, 07 APR 2024,777, Temuco
2974,Jacob GREENEWAY,,USA,810, 08 OCT 2023,815, Chicago
2974,Jacob GREENEWAY,,USA,810, 17 APR 2023,786, Boston
2975,Joris SPIGT,,NED,810, 29 OCT 2023,814, Frankfurt
2976,Jonathan SUAREZ,,ARG,810, 25 AUG 2024,813, Buenos Aires
2976,Jonathan SUAREZ,,ARG,810, 14 APR 2024,808, Santa Rosa
2977,Michalis PARMAKIS,16 Mar 1984,GRE,810, 12 NOV 2023,809, Athina
2977,Michalis PARMAKIS,16 Mar 1984,GRE,810, 21 OCT 2023,812, Thessaloniki
2978,Robert MWANGI,1987,KEN,810, 02 JUN 2024,812, Caen
2978,Robert MWANGI,1987,KEN,810, 21 APR 2024,808, Nice
2979,Pelayo RODRÍGUEZ,,ESP,809, 03 DEC 2023,857, Valencia
2979,Pelayo RODRÍGUEZ,,ESP,809, 29 APR 2023,762, Gijón
2980,Matthias MALDET,,AUT,809, 29 OCT 2023,766, Frankfurt
2980,Matthias MALDET,,AUT,809, 16 APR 2023,836, Linz
2981,Jacob ALEXANDER,,USA,809, 08 OCT 2023,835, Chicago
2981,Jacob ALEXANDER,,USA,809, 17 APR 2023,783, Boston
2982,Norihiro UNO,22 Jan 1978,JPN,809, 03 DEC 2023,829, Fukuoka
2982,Norihiro UNO,22 Jan 1978,JPN,809, 05 MAR 2023,810, Tokyo
2982,Norihiro UNO,22 Jan 1978,JPN,809, 05 FEB 2023,774, Beppu
2983,Xianrong WANG,,CHN,809, 08 OCT 2023,817, Chicago
2984,Jordan ANDERSEN,03 Oct 1983,USA,809, 05 NOV 2023,804, New York
2984,Jordan ANDERSEN,03 Oct 1983,USA,809, 05 MAR 2023,861, Tokyo
2985,Zhiwei LI,20 Mar 1986,CHN,809, 16 SEP 2024,812, Shenyang
2985,Zhiwei LI,20 Mar 1986,CHN,809, 25 AUG 2024,806, Harbin
2986,Christos LAMARIS,1984,GRE,808, 21 OCT 2023,764, Thessaloniki
2986,Christos LAMARIS,1984,GRE,808, 30 APR 2023,852, Thessaloniki
2987,Rob KEUNING,,NED,808, 24 SEP 2023,850, Berlin
2988,Suguru OKABE,,JPN,808, 22 OCT 2023,772, Poznan
2989,Jorge NIETO,23 Jul 1974,ESP,808, 14 MAY 2023,775, Santander
2989,Jorge NIETO,23 Jul 1974,ESP,808, 16 APR 2023,841, Zaragoza
2990,Victor BESSLER,12 Mar 1996,FRA,808, 05 NOV 2023,788, Bordeaux
2990,Victor BESSLER,12 Mar 1996,FRA,808, 23 APR 2023,780, Madrid
2990,Victor BESSLER,12 Mar 1996,FRA,808, 05 MAR 2023,775, Paris
2991,Antoine MORTAMET,02 Jun 1994,FRA,808, 03 DEC 2023,783, Valencia
2992,Balthasar LARISCH,1991,GER,808, 29 OCT 2023,831, Frankfurt
2992,Balthasar LARISCH,1991,GER,808, 23 APR 2023,786, Zürich
2992,Balthasar LARISCH,1991,GER,808, 26 MAR 2023,785, Freiburg
2993,Brian PUTRE,,CAN,808, 15 OCT 2023,790, Toronto
2994,Bruno ERENT,30 Dec 1990,CRO,808, 17 DEC 2023,823, Dublin
2994,Bruno ERENT,30 Dec 1990,CRO,808, 14 OCT 2023,832, Zagreb
2994,Bruno ERENT,30 Dec 1990,CRO,808, 08 OCT 2023,790, Zagreb - Croatian Marathon Ch.
2994,Bruno ERENT,30 Dec 1990,CRO,808, 17 SEP 2023,786, Varaždin
2994,Bruno ERENT,30 Dec 1990,CRO,808, 44:53.30 ,927, Varaždin
2994,Bruno ERENT,30 Dec 1990,CRO,808, 44:09.51 ,956, Varaždin
2994,Bruno ERENT,30 Dec 1990,CRO,808, 46:17.10 ,874, Varaždin
2994,Bruno ERENT,30 Dec 1990,CRO,808, 09 APR 2023,903, Antalya
2994,Bruno ERENT,30 Dec 1990,CRO,808, 25 MAR 2023,865, Dudince - Croatian Race Walking Ch.
2994,Bruno ERENT,30 Dec 1990,CRO,808, 11 FEB 2023,976, Velesajam Hall
2995,Mohammed MESBAHI,1981,ESP,808, 03 DEC 2023,823, Valencia
2996,Mario GRECH,04 Feb 1981,SUI,808, 17 SEP 2023,774, København
2996,Mario GRECH,04 Feb 1981,SUI,808, 19 FEB 2023,765, Barcelona
2997,Cornelis CHATZIIOANNOU,1979,NED,808, 03 SEP 2023,787, Rotterdam
2998,Yuya KIKUCHI,,JPN,808, 19 NOV 2023,816, Kobe
2999,Mossy BRACKEN,,IRL,808, 03 DEC 2023,792, Valencia
2999,Mossy BRACKEN,,IRL,808, 29 OCT 2023,802, Dublin
2999,Mossy BRACKEN,,IRL,808, 26 AUG 2023,B, Tullamore Harriers AC Stadium
2999,Mossy BRACKEN,,IRL,808, 16 APR 2023,B, Dublin
3000,Hisashi NISHINO,22 May 1983,JPN,808, 03 DEC 2023,803, Fukuoka
3000,Hisashi NISHINO,22 May 1983,JPN,808, 05 FEB 2023,838, Beppu
3001,Zach DOMBI,,USA,808, 08 OCT 2023,808, Chicago
3001,Zach DOMBI,,USA,808, 05 MAR 2023,822, Tokyo
3002,Kuniaki TAKIZAKI,08 Aug 1977,CAM,807, 15 OCT 2023,756, Tokyo
3002,Kuniaki TAKIZAKI,08 Aug 1977,CAM,807, 05 MAR 2023,894, Tokyo
3003,Anatoliy MUKHIN,30 Oct 1985,RUS,807, 31 DEC 2023,767, Barcelona
3004,James RIGGS,,GBR,807, 05 NOV 2023,828, New York
3004,James RIGGS,,GBR,807, 08 OCT 2023,776, Chicago
3005,Dan MCGRATH,18 Apr 1983,USA,807, 03 DEC 2023,827, Sacramento
3005,Dan MCGRATH,18 Apr 1983,USA,807, 17 APR 2023,788, Boston
3006,Manel SANCHEZ,05 Aug 1977,ESP,807, 03 DEC 2023,822, Valencia
3006,Manel SANCHEZ,05 Aug 1977,ESP,807, 22 OCT 2023,793, Valencia
3006,Manel SANCHEZ,05 Aug 1977,ESP,807, 14 MAY 2023,763, Santander
3006,Manel SANCHEZ,05 Aug 1977,ESP,807, 19 FEB 2023,780, Sevilla
3007,Martin KUČERA,01 Dec 1980,CZE,807, 02 APR 2023,817, Bratislava
3007,Ihazmad NOUREDDINE,12 May 1999,MAR,807, 21 APR 2024,822, Rabat
3007,Ihazmad NOUREDDINE,12 May 1999,MAR,807, 28 JAN 2024,792, Marrakech
3009,Piotr SZYMANSKI,,POL,807, 24 SEP 2023,795, Berlin
3010,Grant GRAFENTIN,,USA,807, 15 APR 2024,817, Boston
3010,Grant GRAFENTIN,,USA,807, 11 FEB 2024,797, Vancouver
3011,Adélio DOS SANTOS,22 Aug 1994,BRA,807, 11 JUN 2023,816, Rio de Janeiro
3012,Matteo LOMETTI,,ITA,807, 10 DEC 2023,F, Málaga
3012,Matteo LOMETTI,,ITA,807, 29 OCT 2023,806, Frankfurt
3012,Matteo LOMETTI,,ITA,807, 19 MAR 2023,785, Roma
3012,Matteo LOMETTI,,ITA,807, 15 JAN 2023,GL, San Vittore Olona - XC 10.2km
3013,Peter KVIATKOVSKA,,SVK,807, 29 SEP 2024,809, Berlin
3014,Emir HASTOR,1994,BIH,806, 29 OCT 2023,682, Tuzla
3015,Minori HIGUCHI,05 Jul 1976,JPN,806, 15 SEP 2024,861, Sydney
3015,Minori HIGUCHI,05 Jul 1976,JPN,806, 18 FEB 2024,751, Ohme
3016,Antonio DAVIA,,ESP,806, 22 JAN 2023,756, Santa Pola
3017,Tommy BETTERBED,,USA,806, 17 SEP 2023,760, presented by Asics
3018,Iuri VINUTO,,BRA,806, 07 MAY 2023,850, Rio de Janeiro
3019,Hiroaki DOGI,20 Oct 1997,JPN,806, 20 MAR 2024,766, Niigata
3019,Hiroaki DOGI,20 Oct 1997,JPN,806, 25 FEB 2024,846, Osaka
3020,Fabio RAMOS DOS SANTOS,08 Dec 1985,BRA,806, 32:29.43 ,755, Osaka
3020,Fabio RAMOS DOS SANTOS,08 Dec 1985,BRA,806, 04 JUN 2023,F, Porto Alegre
3021,Alessandro SPANU,1982,ITA,806, 23 APR 2023,844, Padova
3021,Alessandro SPANU,1982,ITA,806, 26 MAR 2023,825, Reggio Emilia
3022,Alberto PIZARRO,08 Jan 1995,PAR,806, 02 DEC 2023,B, Encarnación
3022,Alberto PIZARRO,08 Jan 1995,PAR,806, 28 MAY 2023,794, Asunción
3023,Victor CHALUB,1978,ARG,806, 27 AUG 2023,793, Buenos Aires
3023,Victor CHALUB,1978,ARG,806, 25 JUN 2023,819, Rosario
3024,Michele PASTORINI,1991,ITA,806, 29 OCT 2023,783, Arezzo
3024,Michele PASTORINI,1991,ITA,806, 12 MAR 2023,B, Gubbio - XC 10.0km
3025,Rodrigo GODINO,,ARG,806, 27 AUG 2023,756, Buenos Aires
3026,Finn SCHÜMANN,19 Jan 1996,GER,805, 25 NOV 2023,B, Gelände um das Deutsch-Luxemburgische Schengen-Lyzeum
3027,Matthew MATEJKA,,USA,805, 08 OCT 2023,842, Chicago
3027,Matthew MATEJKA,,USA,805, 17 APR 2023,769, Boston
3028,Guillaume FERNANDEZ,,FRA,805, 03 DEC 2023,839, Valencia
3028,Guillaume FERNANDEZ,,FRA,805, 16 APR 2023,771, Rotterdam
3029,Yousei NAKAKUBO,01 Feb 2000,JPN,805, 19 NOV 2023,837, Kobe
